net,length_um
decoder.rf.ram\[19\]\[8\],2785.755
_03680_,2785.09
decoder.rf.ram\[31\]\[3\],2784.92
decoder.rf.ram\[21\]\[16\],2784.61
_03494_,2783.96
net1127,2783.28
net1313,2782.87
decoder.rf.ram\[19\]\[15\],2782.66
_02646_,2782.49
decoder.rf.ram\[26\]\[1\],2781.75
_00798_,2781.745
_02388_,2781.115
net1448,2780.28
decoder.rf.ram\[10\]\[4\],2780.135
net811,2779.71
_02989_,2779.68
net977,2779.17
_04165_,2778.81
net1812,2778.74
net411,2778.22
_02354_,2777.935
_04168_,2777.74
decoder.rf.ram\[29\]\[11\],2777.72
net1438,2774.78
net1874,2774.42
net1147,2773.94
decoder.rf.ram\[9\]\[13\],2773.09
net1364,2772.58
counter.adress\[2\],2772.24
decoder.rf.ram\[3\]\[7\],2772.22
_03038_,2771.77
net1163,2771.38
decoder.rf.ram\[14\]\[18\],2771.34
net1338,2771.1
net1458,2770.53
net705,2770.17
_02689_,2768.74
decoder.rf.ram\[1\]\[29\],2768.73
decoder.rf.ram\[30\]\[20\],2766.085
net1933,2766.045
decoder.rf.ram\[28\]\[5\],2765.65
_00087_,2764.635
_04445_,2764.32
net1329,2763.62
net354,2762.79
net1979,2762
_01278_,2761.98
net405,2761.915
net1158,2759.65
net188,2758.7
_04273_,2758.38
_03251_,2757.98
_03639_,2757.51
net369,2756.72
_02342_,2756.47
_03681_,2756.4
_00020_,2756.155
_03140_,2755.99
_02636_,2755.92
_04045_,2755.7
_04388_,2754.92
_00983_,2754.3
net1080,2753.4
net1178,2753.28
net427,2753.12
net1145,2752.85
net157,2752
net850,2751.87
net1128,2751.28
_01714_,2750.9
decoder.rf.ram\[10\]\[29\],2749.435
net414,2749.38
net1425,2749.08
_02341_,2748.84
_01919_,2748.515
_01098_,2748.19
decoder.rf.ram\[13\]\[23\],2747.77
decoder.rf.ram\[26\]\[7\],2747.09
net381,2745.9
net1082,2745.04
net302,2743.86
net967,2743.59
decoder.rf.ram\[2\]\[0\],2743.58
_02890_,2743.12
_03345_,2741.96
_02777_,2741.94
decoder.rf.ram\[3\]\[15\],2741.76
_00061_,2740.55
_00042_,2739.9
decoder.rf.ram\[30\]\[14\],2739.67
_04128_,2739.54
decoder.rf.ram\[23\]\[28\],2739.46
net927,2739.06
net1519,2739.02
_03434_,2738.76
_00121_,2738.41
_03273_,2737.46
net1926,2736.44
_00962_,2736.195
net1157,2735.08
net1546,2734.81
net1782,2734.38
net1105,2734.1
_03985_,2733.91
decoder.rf.ram\[9\]\[25\],2733.43
decoder.rf.ram\[30\]\[2\],2733.36
_00992_,2733.215
_02363_,2732.92
_02375_,2732.82
_02016_,2732.5
_01617_,2731.94
_01882_,2731.55
net945,2730.04
net1810,2727.5
net960,2727
decoder.rf.ram\[9\]\[5\],2726.3
_02374_,2725.82
net265,2725.67
_03133_,2725.66
decoder.rf.ram\[16\]\[24\],2725.32
decoder.rf.ram\[26\]\[15\],2724.63
decoder.rf.ram\[3\]\[6\],2724.62
net1549,2724.3
_00432_,2724.2
_04222_,2723.64
net463,2722.565
net1999,2722.18
_02425_,2721.84
net1419,2721.31
_03582_,2718.6
_01744_,2717.96
decoder.rf.ram\[13\]\[6\],2717.61
_03336_,2717.35
net484,2716.79
_03599_,2716.78
_04235_,2715.88
_00784_,2715.56
net1333,2715.5
net609,2715.47
_02157_,2715.41
net1441,2715.16
decoder.rf.ram\[8\]\[14\],2714.91
decoder.rf.ram\[26\]\[21\],2714.26
net353,2713.2
_03237_,2713.02
_01789_,2712.62
net1358,2711.71
net360,2710.76
net929,2710.46
_02135_,2710.38
decoder.rf.ram\[2\]\[3\],2709.52
net1361,2706.66
_02997_,2706.64
net441,2705.54
net738,2704.62
decoder.rf.ram\[13\]\[28\],2704.09
_02146_,2703.89
net1825,2702.71
_04322_,2702.56
net400,2701.52
_03454_,2701.29
decoder.rf.ram\[6\]\[15\],2701.27
_00284_,2701.015
net1655,2699.955
net1711,2699.58
net919,2698.8
_00534_,2698.68
_00117_,2698.1
decoder.rf.ram\[16\]\[0\],2698.1
decoder.rf.ram\[1\]\[13\],2697.16
net350,2696.92
net6,2695.1
net102,2694.7
net613,2694.24
_04327_,2694.2
net1879,2693.46
net1156,2693.03
_04176_,2692.64
net1423,2692.5
decoder.rf.ram\[18\]\[31\],2692.12
_02500_,2691.91
decoder.rf.ram\[4\]\[21\],2691.815
_00857_,2689.995
_01660_,2689.4
decoder.rf.ram\[20\]\[4\],2688.83
_04267_,2686.84
net934,2686.74
decoder.rf.ram\[21\]\[20\],2686.44
_03094_,2686.21
decoder.rf.ram\[19\]\[29\],2685.5
_04022_,2685.11
decoder.rf.ram\[15\]\[26\],2684.58
net447,2684.24
_04034_,2684.12
decoder.rf.ram\[11\]\[14\],2682.91
_03448_,2682.7
_01116_,2682.66
_01905_,2682.14
_02583_,2681.96
_03158_,2681.96
decoder.rf.ram\[15\]\[14\],2681.89
decoder.rf.ram\[31\]\[4\],2680.655
_02334_,2680.08
_03452_,2679.56
_02406_,2678.93
decoder.rf.ram\[31\]\[26\],2678.87
decoder.rf.ram\[14\]\[23\],2678.31
decoder.rf.ram\[5\]\[18\],2677.86
_00343_,2677.78
_04215_,2675.42
_03560_,2674.295
net368,2673.75
decoder.rf.ram\[4\]\[15\],2673.64
net1684,2673.25
net1113,2672.88
_03113_,2671.56
_03129_,2670.38
_00815_,2669.98
net1500,2669.52
_01572_,2669.31
decoder.rf.ram\[24\]\[7\],2668.82
_04026_,2668.12
_02929_,2668.04
decoder.rf.ram\[29\]\[4\],2667.73
net1075,2667.73
_01659_,2666.91
_04217_,2666.84
_00407_,2666.1
_02592_,2665.28
decoder.rf.ram\[25\]\[3\],2665.01
net1630,2664.28
net246,2663.33
decoder.rf.ram\[28\]\[20\],2663.2
net1247,2662.33
_01082_,2661.975
decoder.rf.ram\[3\]\[5\],2661.86
_01520_,2661.8
_01776_,2661.24
net370,2659.96
decoder.rf.ram\[0\]\[10\],2659.88
_01467_,2659.84
decoder.rf.ram\[27\]\[26\],2659.515
_03201_,2658.94
net1347,2658.85
decoder.rf.ram\[11\]\[20\],2658.82
_03624_,2658.71
decoder.inst\[21\],2657.79
_04078_,2657.34
_02241_,2656.9
net1532,2656.82
_00828_,2656.56
net530,2656.21
decoder.rf.ram\[23\]\[3\],2655.79
_02535_,2655.54
_00203_,2654.76
_03399_,2654.48
decoder.rf.ram\[7\]\[11\],2654.04
net255,2653.34
_02964_,2653.15
_02328_,2651.64
net383,2651.44
_00520_,2651.26
_01137_,2651.1
net1540,2650.58
decoder.rf.ram\[19\]\[28\],2649.855
_01705_,2649.8
_02172_,2649.3
_03300_,2649.23
_04219_,2648.74
_03500_,2648.65
_02702_,2648.31
net1839,2648.12
net1880,2648.1
_02556_,2647.64
_00735_,2647.635
net198,2647.14
_02934_,2646.74
_03441_,2646.29
_03012_,2646.1
_03792_,2645.98
_01328_,2645.88
net1714,2645.62
decoder.rf.ram\[30\]\[25\],2645.36
_01079_,2645.34
net918,2644.78
decoder.rf.ram\[25\]\[7\],2644.41
_02221_,2644.34
net1982,2644.34
net410,2644.175
_02688_,2644.16
net1275,2642.97
_03262_,2642.28
net231,2641.74
_02661_,2641.16
_01477_,2641.04
decoder.result\[24\],2639.4
decoder.inst\[22\],2639.24
net1355,2637.9
_00288_,2637.845
_04182_,2636.26
net1998,2635.52
_02633_,2632.56
decoder.rf.ram\[19\]\[13\],2632.34
_04214_,2632.1
net1342,2632.01
_04363_,2631.66
decoder.rf.ram\[23\]\[2\],2631.33
net1321,2630.42
net232,2629.92
_02851_,2629.62
_03213_,2627.48
_01138_,2626.07
decoder.rf.ram\[21\]\[6\],2625.89
_03395_,2625.76
net1637,2625.415
_04323_,2625.25
_02596_,2624.32
_01112_,2624.28
net1870,2622.455
net1569,2621.96
_04061_,2621.89
net1271,2620.86
decoder.rf.ram\[1\]\[26\],2620.36
_03068_,2620.22
net1572,2620.02
_02222_,2619.28
_00324_,2617.94
_03844_,2617.22
net692,2616.72
_02035_,2615.24
net608,2614.53
decoder.rf.ram\[22\]\[12\],2614.5
net1161,2614.5
net490,2613.92
_00968_,2613.84
net950,2613.505
_01288_,2613.455
net1417,2611.49
_03521_,2611.32
_03287_,2611.29
decoder.rf.ram\[0\]\[1\],2610.79
_03846_,2609.94
_01648_,2609.74
_03459_,2609.255
decoder.rf.ram\[8\]\[6\],2608.33
net1286,2608.22
net20,2607.04
_02776_,2606.12
net711,2605.26
decoder.rf.ram\[22\]\[24\],2605.17
_03203_,2604.84
net278,2603.575
net202,2603.49
net1273,2602.88
_02963_,2602.32
net1980,2601.955
net511,2601.86
net132,2601.18
net636,2600.24
_02195_,2599.01
_01478_,2598.58
net592,2597.94
decoder.rf.ram\[30\]\[9\],2597.85
decoder.rf.ram\[21\]\[5\],2597.61
net1074,2597.61
_02930_,2597.36
_00276_,2597.255
net529,2596.88
net983,2596.87
_00680_,2596.81
_01972_,2596.48
decoder.rf.ram\[19\]\[7\],2596.355
decoder.rf.ram\[10\]\[28\],2596.32
decoder.rf.ram\[24\]\[5\],2596.24
decoder.rf.ram\[28\]\[8\],2596.02
_01517_,2595.96
_03174_,2594.82
net177,2594.01
net25,2593.8
net1770,2593.685
_01832_,2593.28
decoder.rf.ram\[6\]\[27\],2592.92
decoder.rf.ram\[12\]\[22\],2592.7
_03544_,2592.66
net1924,2592.59
net1476,2592.55
decoder.rf.ram\[30\]\[4\],2592.33
_04348_,2592.26
decoder.rf.ram\[24\]\[27\],2591.975
decoder.rf.ram\[13\]\[18\],2590.83
decoder.rf.ram\[18\]\[17\],2590.46
net499,2590.32
decoder.rf.ram\[1\]\[19\],2588.82
decoder.rf.ram\[28\]\[14\],2588.36
net1954,2588.04
decoder.rf.ram\[21\]\[17\],2587.73
net1904,2587.39
net298,2586.36
_00667_,2586.11
decoder.rf.ram\[14\]\[7\],2585.99
net147,2585.1
decoder.rf.ram\[20\]\[24\],2584.56
decoder.rf.ram\[4\]\[5\],2584.235
_00351_,2584.205
_03659_,2583.24
net2001,2583.1
net224,2583.08
net985,2582.69
decoder.rf.ram\[9\]\[30\],2581.92
decoder.rf.ram\[20\]\[7\],2581.26
_02981_,2580.97
_03665_,2580.88
_01584_,2580.81
_02558_,2580.56
_00460_,2579.86
decoder.rf.ram\[0\]\[16\],2579.62
_03150_,2579.53
decoder.rf.ram\[16\]\[29\],2578.78
decoder.rf.ram\[16\]\[1\],2578.68
_02625_,2578.64
net771,2577.02
_00334_,2576.96
net1293,2575.31
decoder.rf.ram\[24\]\[14\],2575.305
_03049_,2575.24
_03580_,2575.22
net1681,2574.77
_01102_,2574.44
_03793_,2574.12
net674,2574
_03166_,2573.73
decoder.rf.ram\[19\]\[6\],2573.72
_02912_,2573.62
decoder.rf.ram\[6\]\[31\],2572.165
net936,2572.1
net27,2571.24
_02966_,2571.18
_03280_,2571.18
decoder.rf.ram\[23\]\[20\],2570.98
decoder.rf.ram\[0\]\[24\],2570.84
_04353_,2570.72
_03652_,2570.38
_02724_,2570.3
_01462_,2569.28
_03339_,2569.01
_00544_,2568.3
_01020_,2567.02
decoder.rf.ram\[17\]\[3\],2566.235
decoder.rf.ram\[3\]\[31\],2565.46
net1554,2565.26
net1577,2563.86
net1369,2563.52
net1710,2562.8
decoder.rf.ram\[28\]\[28\],2562.34
_03763_,2561.84
_02204_,2561.38
net577,2561.14
decoder.rf.ram\[16\]\[15\],2561.12
net223,2560.355
net954,2559.67
net1950,2559.42
_00427_,2558.9
_01638_,2558.61
decoder.rf.ram\[8\]\[12\],2558.32
net1935,2558.12
_03344_,2557.24
net1844,2556.02
net29,2555.7
net1494,2555.3
_02225_,2554.62
_04131_,2554.44
net128,2554.15
net1672,2554.01
net419,2553.93
decoder.rf.ram\[26\]\[27\],2553.72
net1277,2553.1
decoder.rf.ram\[25\]\[18\],2553.07
net947,2552.99
net655,2551.59
net1676,2551.11
_03289_,2550.9
net1079,2550.775
decoder.rf.ram\[12\]\[17\],2550.7
decoder.rf.ram\[21\]\[11\],2550.38
_01785_,2549.92
_01031_,2549.14
_00074_,2547.98
net137,2547.43
decoder.rf.ram\[11\]\[16\],2547.06
net1096,2546.93
net768,2546.6
_03409_,2546.22
_02706_,2545.28
net338,2544.78
decoder.rf.ram\[11\]\[4\],2544.44
_00355_,2544.16
_02611_,2544.02
_03054_,2543.9
_04121_,2543.56
net1069,2543.14
decoder.rf.ram\[22\]\[7\],2543.025
_03519_,2542.02
net1135,2542
net1542,2541.64
net678,2540.89
decoder.rf.ram\[22\]\[11\],2540.17
decoder.rf.ram\[3\]\[0\],2539.8
net412,2539.78
_01067_,2539.695
_03781_,2539.27
decoder.rf.ram\[27\]\[3\],2538.8
net516,2538.78
decoder.rf.ram\[4\]\[30\],2538.2
_01482_,2537.9
_04411_,2536.37
net567,2536.04
_03829_,2535.92
_01304_,2535.3
_02853_,2534.56
net1878,2533.21
_03297_,2532.02
_04245_,2531.4
_02530_,2531.24
net1772,2531.1
decoder.rf.ram\[9\]\[22\],2530.86
net895,2530.57
net1835,2529.98
decoder.rf.ram\[3\]\[16\],2529.44
net1624,2528.79
net489,2528.75
decoder.rf.ram\[30\]\[17\],2528.49
net497,2528.28
decoder.rf.ram\[27\]\[21\],2526.595
decoder.rf.ram\[13\]\[0\],2525.97
net704,2525.55
decoder.rf.ram\[25\]\[15\],2525.47
_04019_,2525
decoder.rf.ram\[19\]\[10\],2524.96
decoder.rf.ram\[11\]\[7\],2524.4
_01094_,2524.26
net334,2523.75
net1328,2523.63
net127,2523.4
_00726_,2523.12
net1325,2522.99
net713,2522.68
net1015,2522.43
net1968,2522.2
net1886,2522.03
_03026_,2521.655
net274,2521.57
net19,2520.04
decoder.rf.ram\[18\]\[15\],2519.56
_03567_,2519.05
net1301,2518.91
_04051_,2518.68
net1807,2517.555
_04073_,2517.1
_03320_,2516.575
net735,2516.47
net70,2516.42
net1846,2516.25
_03365_,2515.68
_00521_,2515.52
decoder.inst\[16\],2514.23
net2006,2513.72
decoder.rf.ram\[29\]\[24\],2513.67
_02317_,2513.29
decoder.rf.ram\[0\]\[27\],2512.84
net401,2512.48
_03123_,2512
_00058_,2510.98
_01759_,2510.38
decoder.rf.ram\[23\]\[18\],2510.315
net1940,2509.79
_00971_,2509.78
_04139_,2508.69
net1154,2507.7
net1362,2507.44
decoder.rf.ram\[24\]\[8\],2507.335
decoder.rf.ram\[7\]\[26\],2506.88
_03983_,2506.76
_02557_,2506.66
_02699_,2506.46
_01800_,2506.16
_00366_,2506.04
net1921,2506.02
decoder.rf.ram\[18\]\[8\],2505.52
_04205_,2505.27
_00638_,2505.25
_01678_,2504.915
net1827,2504.91
net1981,2504.49
_03912_,2504.3
net1720,2504.24
decoder.rf.ram\[19\]\[16\],2503.62
net1491,2503.2
decoder.rf.ram\[16\]\[18\],2503
_03702_,2502.92
decoder.rf.ram\[21\]\[1\],2502.82
_03105_,2502.26
decoder.rf.ram\[18\]\[27\],2501.11
_04082_,2500.88
decoder.rf.ram\[25\]\[30\],2500.84
_01146_,2500
_00529_,2497.93
decoder.rf.ram\[27\]\[29\],2497.24
_00952_,2497.2
_04311_,2496.94
net372,2496.86
_00111_,2496.78
_00954_,2496.495
net18,2496.28
_03644_,2495.71
_02623_,2495.58
_03830_,2493.82
_00548_,2493.31
decoder.rf.ram\[13\]\[9\],2493.25
net1987,2493.13
_03438_,2492.26
decoder.rf.ram\[22\]\[28\],2492.07
_02787_,2491.64
_04418_,2491.63
net1038,2491.46
_00499_,2490.17
net420,2489.055
decoder.rf.ram\[13\]\[21\],2488.95
net1889,2488.58
_03290_,2488.3
_00645_,2487.755
net1763,2487.5
net1440,2487.215
_03854_,2483.32
_00469_,2483.235
net1098,2482.08
decoder.rf.ram\[29\]\[0\],2480.71
net1182,2479.79
decoder.rf.ram\[15\]\[16\],2479.49
net611,2479.015
_03246_,2478.98
_04252_,2477.15
_00062_,2476.14
net1430,2474.71
net923,2474.01
_01158_,2473.18
_02478_,2473.13
net135,2473
_01435_,2472.94
decoder.rf.ram\[4\]\[7\],2472.04
net1078,2471.22
net1700,2470.4
decoder.rf.ram\[0\]\[17\],2470.03
_04065_,2469.2
_02019_,2468.9
net333,2468.83
_00951_,2467.49
_00010_,2466.91
_02991_,2466.7
net1653,2465.96
_03101_,2465.78
net129,2465.34
_02773_,2465.13
net1371,2464.26
decoder.rf.ram\[9\]\[18\],2464.25
_01083_,2463.7
_02061_,2463.58
decoder.rf.ram\[18\]\[19\],2463.5
net1705,2463.42
net100,2463.08
net1564,2462.01
_04106_,2461.97
net1179,2461.79
decoder.rf.ram\[27\]\[17\],2461.69
decoder.rf.ram\[14\]\[0\],2461.42
_03692_,2461.34
net1863,2461.19
_00694_,2460.435
net1983,2460.31
decoder.rf.ram\[27\]\[24\],2459.61
_00361_,2459.36
decoder.rf.ram\[3\]\[13\],2458.97
net1939,2458.75
decoder.rf.ram\[3\]\[26\],2458.415
_00927_,2458
_00519_,2457.58
net1294,2457.56
net1409,2457.53
net1893,2457.34
_02186_,2457.07
_02463_,2456.87
_00896_,2456.66
_03294_,2456.62
_04364_,2456.3
_01073_,2456.1
decoder.rf.ram\[23\]\[0\],2455.39
decoder.rf.ram\[21\]\[23\],2455.36
_00584_,2454.38
decoder.rf.ram\[0\]\[7\],2453.88
net1593,2453.76
_04449_,2453.48
_04413_,2453.355
_04025_,2453.23
_01747_,2452.96
_04270_,2452.96
_02101_,2452.68
net1973,2452.6
net1647,2451.78
net197,2451.7
_04107_,2451.68
net1520,2451.305
net1966,2451.095
decoder.rf.ram\[2\]\[10\],2449.95
net1088,2449.87
_01739_,2449.7
_01196_,2448.64
_00619_,2448.26
_00375_,2448.18
decoder.rf.ram\[1\]\[4\],2447.64
_03042_,2447.28
_03565_,2446.72
_01266_,2446.34
decoder.rf.ram\[4\]\[22\],2446.18
_00317_,2445.81
net1236,2445.51
_01590_,2445.1
_00552_,2444.95
net650,2442.9
_03104_,2442.89
net1444,2442.84
_00016_,2442.73
decoder.rf.ram\[15\]\[27\],2442.245
net846,2441.44
net1019,2440.78
_01333_,2440.68
_03088_,2440.58
net1821,2440.54
_03375_,2437.84
_00556_,2436.79
net1165,2436.17
decoder.rf.ram\[10\]\[9\],2436
net1560,2435.44
decoder.rf.ram\[30\]\[8\],2435.22
decoder.rf.ram\[21\]\[8\],2435.17
_01718_,2434.37
_02428_,2434.36
_03347_,2434.17
net1941,2434.11
net1427,2433.68
net362,2433.21
net1487,2433.19
decoder.rf.ram\[25\]\[4\],2432.98
decoder.rf.ram\[27\]\[30\],2432.45
_04213_,2431.76
_00072_,2430.88
net470,2430.48
_02462_,2429.83
_03058_,2429.66
decoder.rf.ram\[15\]\[30\],2429.38
net1390,2428.81
_03030_,2428.28
_02264_,2428.15
_02136_,2427.6
_02320_,2427.42
decoder.rf.ram\[10\]\[13\],2427.32
_03093_,2426.66
net1739,2426.52
_00184_,2426.155
_01040_,2426.155
net1291,2426.15
net1595,2424.435
decoder.rf.ram\[14\]\[9\],2423.61
_04350_,2423.26
decoder.rf.ram\[7\]\[20\],2422.87
_04302_,2422.24
net762,2421.56
net1285,2421.16
_03662_,2418.4
decoder.rf.ram\[7\]\[22\],2417.9
_04303_,2416.92
_01058_,2416.405
_02372_,2414.7
_00708_,2414.61
_03351_,2414.27
_04359_,2413.74
net1167,2413.47
_04281_,2413.04
_00444_,2412.92
_00839_,2412.6
net89,2411.96
decoder.rf.ram\[16\]\[4\],2411.95
net1346,2411.7
_04080_,2410.83
net547,2410.76
_04306_,2410.305
net939,2410.22
_03432_,2410
net1281,2409.6
_03920_,2409.44
net1619,2409.135
net754,2408.71
_01795_,2408.15
_03079_,2408
_03814_,2407.86
decoder.rf.ram\[8\]\[17\],2407.82
net249,2407.36
net1855,2406.52
_03453_,2406.4
_02597_,2405.18
net1960,2405.18
_03887_,2404.9
net1876,2404.04
decoder.rf.ram\[25\]\[5\],2403.75
_03449_,2402.25
_01003_,2402.1
decoder.rf.ram\[1\]\[20\],2401.64
net1442,2400.68
_00364_,2399.035
net859,2398.76
decoder.rf.ram\[13\]\[22\],2398.66
decoder.rf.ram\[6\]\[4\],2398.3
net226,2398.3
_02654_,2397.48
_03675_,2396.44
_00881_,2395.72
net1310,2395.22
net829,2395.16
_02210_,2395
counter.pc\[4\],2394.18
net1375,2393.68
decoder.rf.ram\[0\]\[6\],2393.56
_01907_,2393.08
decoder.rf.ram\[1\]\[27\],2392.93
_01995_,2392.82
_03313_,2392.45
_02559_,2392.37
_01495_,2392.34
net524,2391.68
_00274_,2391.18
_02190_,2391.08
decoder.rf.ram\[3\]\[27\],2390.56
_03006_,2390.24
decoder.rf.ram\[3\]\[19\],2390.09
_04255_,2389.98
net3,2389.6
_00269_,2387.59
net568,2387.4
net1340,2387.24
_03509_,2387.22
net1392,2387.02
net675,2385.885
decoder.rf.ram\[26\]\[10\],2385.3
decoder.rf.ram\[9\]\[29\],2385.23
net1817,2385.02
_00067_,2383.925
decoder.rf.ram\[5\]\[21\],2383.84
_01989_,2383.33
net1070,2381.42
net1299,2381.23
decoder.rf.ram\[15\]\[1\],2381.13
_04362_,2380.3
decoder.inst\[1\],2380.08
net69,2379.37
decoder.rf.ram\[1\]\[17\],2379.015
_01081_,2378.99
_00360_,2378.78
decoder.rf.ram\[23\]\[9\],2377.13
_03075_,2376.78
_01796_,2376.74
_03913_,2376.65
net1124,2375.17
_00888_,2374.905
net1609,2374.84
_03014_,2374.54
net1913,2373.97
net1639,2373.74
_03435_,2373.455
decoder.rf.ram\[29\]\[28\],2373.21
_01223_,2373.14
decoder.rf.ram\[15\]\[28\],2372.77
_04038_,2372.71
net925,2371.74
net1806,2371.22
_03679_,2371.14
net772,2370.99
net1974,2370.8
_02914_,2370.72
net1472,2370.58
_03046_,2370.22
_03383_,2370.08
net199,2370.03
_03968_,2370.01
decoder.rf.ram\[13\]\[20\],2369.62
_01253_,2369.42
_02335_,2368.45
_00535_,2368.18
_03740_,2367.68
net1112,2367.32
decoder.rf.ram\[17\]\[7\],2366.28
decoder.rf.ram\[6\]\[23\],2365.92
decoder.rf.ram\[4\]\[11\],2365.68
net1496,2364.73
net1668,2364.44
decoder.rf.ram\[5\]\[20\],2364.07
_04181_,2363.88
net1505,2363.1
_04457_,2362.9
decoder.rf.ram\[3\]\[10\],2361.96
net1852,2361.67
net56,2361.56
_03154_,2361.34
_04431_,2361.22
decoder.rf.ram\[7\]\[7\],2360.94
decoder.rf.ram\[0\]\[31\],2360.26
_04287_,2359.64
_02883_,2359.47
_02829_,2358.68
net830,2358.13
net301,2357.03
net1771,2356.48
_03052_,2355.58
net1970,2355.53
_02480_,2355.4
net1283,2355.38
_02727_,2355.295
_02277_,2353.24
net1679,2352.31
_02830_,2352.24
net281,2351.92
_02368_,2351.46
net828,2350.98
_02482_,2350.94
net398,2350.86
decoder.rf.ram\[5\]\[13\],2350.6
_00751_,2349.275
_00640_,2349.22
decoder.rf.ram\[15\]\[19\],2346.62
decoder.rf.ram\[15\]\[9\],2346.46
net898,2346.31
net1990,2346.14
_02642_,2344.92
_02026_,2344.57
decoder.rf.ram\[4\]\[12\],2342.635
_01376_,2341.76
net239,2341.05
decoder.rf.ram\[3\]\[1\],2340.76
net1473,2340.745
_00811_,2339.22
net843,2338.94
net708,2338.52
_00787_,2338.42
net287,2337.85
net1820,2337.48
decoder.rf.ram\[16\]\[2\],2336.575
net1985,2336.4
net1930,2335.94
decoder.rf.ram\[31\]\[14\],2335.77
_02898_,2335.54
net1418,2334.52
decoder.rf.ram\[9\]\[9\],2332.14
net359,2331.62
_01723_,2331.47
_01118_,2330.54
net1305,2330.14
_00634_,2329.965
net402,2328.76
_02305_,2328.45
_00575_,2327.42
_00732_,2325.96
net1303,2325.67
net1426,2325.35
_03528_,2325.2
_02857_,2324.96
_02907_,2323.3
_01854_,2323.14
decoder.rf.ram\[9\]\[28\],2323.025
_04278_,2322.92
net1869,2322.74
_03223_,2321.48
_01870_,2321.47
net1778,2321
_03269_,2320.29
_02954_,2320.14
net1797,2319.47
_02587_,2319.36
_00218_,2317.88
_02454_,2317.64
net1077,2316.62
_01228_,2316.41
net607,2315.84
net905,2315.73
net174,2315.71
_03039_,2315.5
_03741_,2315.32
_02652_,2314.54
_01092_,2313.45
net2065,2312.52
decoder.rf.ram\[30\]\[23\],2312.31
_00587_,2312.1
net1963,2311.645
_02891_,2311.31
_03342_,2310.62
_02403_,2310.6
_04143_,2310.54
net1768,2310.29
_00955_,2310.06
decoder.rf.ram\[14\]\[21\],2310.01
net1724,2309.59
net1664,2309.34
_00266_,2308.4
_03600_,2308.15
net1696,2308.03
decoder.rf.ram\[9\]\[27\],2307.84
_02892_,2307.08
net630,2306.78
net1563,2306.76
decoder.rf.ram\[23\]\[17\],2306.69
decoder.rf.ram\[26\]\[24\],2306.68
net1848,2306.66
_04123_,2305.61
_03734_,2305.49
_00978_,2305.44
_00730_,2305.14
decoder.rf.ram\[25\]\[25\],2304.62
net1499,2303.96
_00002_,2303.92
net1114,2303.54
_01025_,2303.31
net1919,2302.98
decoder.rf.ram\[14\]\[28\],2302.8
_01553_,2302.76
net1636,2302.51
decoder.rf.ram\[16\]\[6\],2301.2
net214,2300.7
_03378_,2299.695
decoder.rf.ram\[23\]\[29\],2299.19
net1547,2298.62
_01567_,2298.39
net1262,2297.58
_00312_,2297.42
net1115,2296.06
decoder.rf.ram\[2\]\[13\],2296
net1859,2295.78
_03305_,2295.7
net424,2295.29
_01893_,2294.76
_01039_,2294.72
_00976_,2294.46
net1153,2293.04
_01218_,2292.76
net340,2291.96
_02762_,2291.91
decoder.rf.ram\[3\]\[14\],2291.54
_01909_,2291.48
net868,2291.25
decoder.rf.ram\[15\]\[0\],2290.17
_03036_,2289.72
_00847_,2288.8
_02301_,2288.38
net1490,2288.14
_00065_,2287.45
decoder.rf.ram\[14\]\[19\],2287.04
_02407_,2287.02
net1580,2286.22
_01812_,2286.11
_03418_,2286.08
_02622_,2285.18
_00768_,2284.955
net1086,2283.93
decoder.rf.ram\[26\]\[12\],2283.91
net1009,2283.77
_04243_,2283.5
net1463,2283.42
_04031_,2283.25
_00494_,2283.1
_03714_,2283.04
_03530_,2282.55
net1683,2282.12
_00620_,2281.94
net1728,2281.22
decoder.rf.ram\[31\]\[21\],2279.58
_02068_,2279.395
_03924_,2279.34
_04300_,2278.94
net365,2278.88
_00238_,2278.5
_02739_,2277.96
decoder.rf.ram\[7\]\[24\],2277.62
net241,2277.28
net1794,2277.24
_01125_,2276.8
_00403_,2276.58
net591,2275.96
decoder.rf.ram\[9\]\[0\],2275.84
_04237_,2275.52
_03596_,2275.08
_02822_,2274.98
net1962,2274.73
net1682,2273.79
net1102,2273.19
net546,2273.11
_01696_,2272.73
net1367,2272.48
_01011_,2271.16
net1583,2270.74
decoder.rf.ram\[16\]\[13\],2270.42
net1976,2270.09
_00934_,2269.84
_03227_,2269.8
_00886_,2269.62
_03317_,2269.48
decoder.result\[22\],2268.78
_02206_,2268.04
_03019_,2267.52
_01719_,2267.18
net1576,2266.64
net741,2266.47
_04330_,2266.275
net1466,2265.105
net625,2264.52
net1094,2264.45
net680,2264.32
_02538_,2264.1
_00577_,2264.03
decoder.rf.ram\[25\]\[27\],2263.86
net2025,2263.69
_00630_,2263.48
_00702_,2263.34
net590,2262.73
net1882,2262.56
_03143_,2262.35
net417,2262.35
_00453_,2262.26
net1561,2261.905
_02042_,2260.85
net1692,2260.84
_02928_,2260.34
_03111_,2260.06
_04148_,2259.14
_00431_,2259.01
_03299_,2258.58
decoder.rf.ram\[26\]\[9\],2258.25
_03490_,2257.78
decoder.rf.ram\[3\]\[3\],2256.74
decoder.rf.ram\[2\]\[14\],2256.42
