net,length_um
decoder.rf.ram\[6\]\[28\],2819.57
_00946_,2819.02
net84,2818.4
net350,2818.39
decoder.rf.ram\[7\]\[13\],2816.78
net1486,2816.05
net949,2815.58
net1282,2815.48
net778,2814.8
_02893_,2814.36
decoder.rf.ram\[0\]\[28\],2812.94
net957,2812.62
net930,2812.59
_00558_,2812.16
_03516_,2810.38
net488,2809.935
decoder.rf.ram\[1\]\[5\],2808.9
net460,2808.64
decoder.rf.ram\[6\]\[29\],2807.99
_03542_,2807.85
net1492,2807.46
net373,2806.75
_04412_,2806.51
decoder.rf.ram\[26\]\[28\],2806.35
net779,2806.04
net430,2805.93
net294,2805.09
net907,2805.02
_01988_,2804.63
net1774,2804.5
_00075_,2804.045
net549,2803.3
_00896_,2802.5
net1118,2802.06
_03002_,2802.05
decoder.rf.ram\[31\]\[15\],2801.77
decoder.rf.ram\[4\]\[7\],2801.38
_01402_,2800.235
decoder.rf.ram\[14\]\[4\],2799.68
_04284_,2799.4
_04313_,2798.88
_00335_,2798.56
net1471,2797.95
_00695_,2797.775
net1096,2797.67
decoder.rf.ram\[24\]\[14\],2796.52
decoder.rf.ram\[22\]\[4\],2796.31
decoder.rf.ram\[1\]\[15\],2795.82
_00360_,2794.94
decoder.rf.ram\[1\]\[2\],2794.62
net1077,2793.83
decoder.rf.ram\[27\]\[28\],2793.69
net1340,2793.24
_04213_,2792.8
net943,2790.86
net448,2790.01
_01575_,2788.46
net1094,2787.72
net1263,2787.72
net1437,2787.39
net1609,2786.695
decoder.rf.ram\[4\]\[27\],2785.82
_00406_,2785.505
_02292_,2785.24
net359,2785.18
_00447_,2785
_04376_,2784.72
decoder.rf.ram\[10\]\[21\],2784.14
_02927_,2783.96
net1117,2783.72
net1079,2782.52
decoder.rf.ram\[4\]\[12\],2782.1
net962,2781.96
_04374_,2781.84
_02716_,2781.6
_00036_,2781.52
net1113,2781.16
net1798,2780.36
net1953,2780.31
_04206_,2780.1
net356,2779.98
_00976_,2779.67
net592,2779.17
_01105_,2778.82
_03393_,2778.82
decoder.rf.ram\[19\]\[27\],2778.475
decoder.rf.ram\[26\]\[13\],2778.24
net1267,2775.52
_04170_,2775
net1296,2774.83
net1607,2774.08
net875,2773.92
decoder.rf.ram\[11\]\[17\],2773.6
net979,2773
decoder.rf.ram\[8\]\[23\],2772.97
decoder.rf.ram\[22\]\[14\],2771.36
net1814,2771.065
_03939_,2770.655
decoder.rf.ram\[27\]\[17\],2770.47
net834,2770.19
net324,2770.08
net839,2769.48
net1143,2769.12
net311,2769.03
_04096_,2768.88
_04092_,2768.28
decoder.rf.ram\[2\]\[18\],2767.5
net1517,2767.39
net621,2765.995
_02173_,2764.64
net581,2764.48
net674,2764.44
net434,2764.02
net1658,2763.76
decoder.rf.ram\[9\]\[26\],2762.48
decoder.rf.ram\[7\]\[4\],2761.72
decoder.rf.ram\[19\]\[2\],2760.185
net1516,2758.9
decoder.rf.ram\[29\]\[0\],2758.8
_03959_,2757.68
_02806_,2757.44
_00231_,2757.175
net1966,2756.47
decoder.rf.ram\[1\]\[8\],2755.48
_02623_,2754.69
net1071,2754.45
_03405_,2752.21
_01759_,2751.16
_00699_,2750.68
_03112_,2749.92
net1866,2748.54
decoder.rf.ram\[6\]\[8\],2747.84
net966,2747.64
net780,2747.36
_01621_,2747.2
net753,2747
_02271_,2746.92
net1410,2745.41
decoder.rf.ram\[28\]\[2\],2745.255
decoder.rf.ram\[13\]\[1\],2744.49
net1876,2744.44
decoder.rf.ram\[17\]\[0\],2744.28
_00090_,2743.075
decoder.rf.ram\[16\]\[13\],2742.3
net1095,2742.23
_03420_,2741.14
_03439_,2741.14
decoder.rf.ram\[16\]\[16\],2740.58
decoder.rf.ram\[18\]\[1\],2740.58
_04074_,2740.12
decoder.rf.ram\[22\]\[13\],2739.91
net1435,2739.7
decoder.rf.ram\[21\]\[10\],2738.76
_02509_,2738.66
net727,2738.37
net1465,2738.32
decoder.rf.ram\[30\]\[2\],2738.255
_00247_,2737.28
_03360_,2737.18
net1085,2736.97
_01600_,2736.12
decoder.rf.ram\[2\]\[30\],2735.1
decoder.rf.ram\[27\]\[12\],2734.57
_00994_,2734.55
net950,2734.3
net1248,2734.07
_03646_,2733.8
net620,2733.79
_00151_,2733.64
_02949_,2733.6
net1087,2733.38
net1617,2733.055
net1393,2731.63
_01006_,2731.27
_01456_,2730.72
_03569_,2730.22
_02478_,2729.94
net951,2729.52
net1260,2729.43
decoder.rf.ram\[3\]\[30\],2729.305
_00968_,2729
_00617_,2728.77
_04357_,2728
net1076,2727.36
net932,2726.7
_04041_,2726.66
decoder.rf.ram\[4\]\[23\],2726.42
net419,2726.04
_00787_,2725.795
_03539_,2725.475
net619,2723.6
_02158_,2723.49
net1197,2723.48
_02961_,2722.8
decoder.rf.ram\[11\]\[27\],2722.2
net1698,2721.92
_02388_,2721.86
_02186_,2721.02
decoder.a2\[3\],2720.95
net1093,2720.34
decoder.rf.ram\[5\]\[10\],2720.08
net339,2719.72
_00724_,2719.04
_01327_,2718.74
net1354,2718.12
net941,2717.62
_04203_,2716.81
net1813,2716.21
decoder.rf.ram\[30\]\[1\],2715.71
decoder.rf.ram\[5\]\[29\],2715.195
net1399,2714.09
net1693,2714.08
_03652_,2713.91
decoder.rf.ram\[27\]\[11\],2711.8
net916,2710.97
_03688_,2710.48
_00795_,2710.165
_00523_,2709.96
_01530_,2709.76
net1064,2709.72
net1313,2709.575
_02255_,2709.49
decoder.rf.ram\[29\]\[8\],2709.415
_00274_,2709.39
_01191_,2709.1
_02649_,2708.96
_00643_,2708.5
net353,2708.04
_03788_,2707.53
net946,2707.47
net1935,2706.8
net1362,2706.76
net1649,2705.93
_01788_,2705.6
decoder.rf.ram\[26\]\[20\],2705.44
net1067,2705.26
decoder.rf.ram\[29\]\[26\],2705.21
decoder.rf.ram\[11\]\[21\],2705.02
decoder.rf.ram\[18\]\[19\],2704.14
_02273_,2703.52
_00121_,2703.5
_00559_,2703.24
net533,2702.52
_02266_,2702.46
net1892,2702.4
_03558_,2702.35
_03431_,2701.08
decoder.rf.ram\[22\]\[12\],2700.58
net1815,2700.42
decoder.rf.ram\[24\]\[21\],2699.375
net342,2699.24
_02299_,2698.46
net1135,2697.53
_03233_,2697.21
net385,2696.58
net1086,2696.55
net976,2696.05
net481,2695.96
net1856,2695.76
_03665_,2695.56
_00265_,2694.8
_02187_,2693.97
decoder.rf.ram\[20\]\[22\],2693.14
net934,2692.36
net440,2691.5
_02617_,2690.74
net1511,2690.01
_02884_,2689.44
decoder.rf.ram\[15\]\[30\],2688.23
_02272_,2687.49
decoder.rf.ram\[17\]\[14\],2686.98
net1869,2686.58
_01111_,2685.74
net279,2683.92
_00784_,2683.72
net960,2683.44
_03145_,2683.21
net1531,2682.91
decoder.rf.ram\[21\]\[11\],2682.885
net1829,2682.18
decoder.rf.ram\[7\]\[31\],2681.96
_01784_,2681.625
decoder.result\[28\],2680.88
net1414,2680.12
_00619_,2679.92
net1484,2678.73
decoder.rf.ram\[28\]\[3\],2678.65
net614,2678.32
_00563_,2678.22
decoder.rf.ram\[9\]\[12\],2678.14
_01242_,2678.1
_01097_,2677.48
net1250,2676.28
_03700_,2675.34
decoder.rf.ram\[12\]\[5\],2675.32
_02179_,2675.02
decoder.rf.ram\[24\]\[18\],2674.92
net150,2674.68
decoder.rf.ram\[0\]\[22\],2674.6
_01604_,2673.04
_00728_,2672.84
_04281_,2672.74
net1488,2672.3
_03370_,2671.66
_01626_,2670.52
_03625_,2669.71
decoder.rf.ram\[9\]\[25\],2669.03
_00295_,2668.5
_02389_,2668.41
decoder.rf.ram\[25\]\[13\],2668.18
decoder.rf.ram\[1\]\[4\],2667.795
_02016_,2666.92
_03264_,2666.92
net1938,2665.93
net622,2665.26
net139,2665.08
_02196_,2664.375
_02317_,2662.6
net1983,2662.24
_01959_,2661.73
decoder.rf.ram\[29\]\[7\],2661.08
_01254_,2660.32
_01241_,2659.18
decoder.rf.ram\[29\]\[1\],2658.83
net1294,2657.89
decoder.rf.ram\[2\]\[7\],2657.56
decoder.rf.ram\[4\]\[1\],2657.17
net513,2656.96
net1008,2656.53
_01209_,2655.97
decoder.rf.ram\[28\]\[27\],2655.92
net290,2654.95
decoder.rf.ram\[30\]\[12\],2654.36
net1646,2654.21
decoder.rf.ram\[11\]\[12\],2654.13
_00678_,2654.04
net116,2653.59
decoder.rf.ram\[24\]\[23\],2652.75
_04090_,2652.68
_02146_,2652.55
_00589_,2652.43
decoder.rf.ram\[17\]\[30\],2650.51
_00005_,2650.03
_03135_,2649.28
decoder.rf.ram\[12\]\[27\],2649.16
_03281_,2649.12
net462,2649.1
_00690_,2648.64
_02526_,2648.635
net1925,2648.31
_00517_,2647.94
decoder.rf.ram\[24\]\[0\],2647.16
_01080_,2647.14
decoder.rf.ram\[2\]\[25\],2645.395
_00914_,2643.295
net1812,2643.21
net1141,2642.37
net933,2641.84
net422,2641.78
decoder.rf.ram\[6\]\[24\],2641.66
_00554_,2641.36
decoder.rf.ram\[1\]\[23\],2641.28
decoder.rf.ram\[12\]\[23\],2640.13
_03993_,2640
_00058_,2639.635
_00993_,2638.64
_03960_,2638.51
_00476_,2637.66
net1870,2637.16
_03599_,2637.06
net1764,2636.38
decoder.rf.ram\[14\]\[25\],2635.57
_02524_,2635.07
_03438_,2635.02
_00379_,2634.5
_00680_,2634.3
net1933,2634
_00355_,2633.93
net766,2633.48
_02564_,2633.33
net207,2633.14
_00611_,2630.61
net905,2629.565
decoder.rf.ram\[15\]\[10\],2628.85
_01356_,2628.26
_00140_,2628.095
decoder.rf.ram\[19\]\[3\],2627.28
_03343_,2626.96
net1858,2625.47
net1107,2625
_03442_,2624.22
net1307,2624.16
net1865,2623.935
_04164_,2623.42
_01945_,2622.16
decoder.rf.ram\[7\]\[22\],2621.875
net947,2621.04
_01462_,2619.38
net1948,2619.275
net634,2618.52
decoder.rf.ram\[16\]\[5\],2617.945
net1852,2617.82
net1924,2617.53
decoder.rf.ram\[29\]\[24\],2617.445
decoder.rf.ram\[19\]\[21\],2616.9
net400,2616.9
decoder.rf.ram\[24\]\[30\],2616.75
_02919_,2616.635
_00982_,2615.62
_01102_,2615.55
_01123_,2615.495
_02346_,2614.78
decoder.rf.ram\[11\]\[26\],2614.42
decoder.rf.ram\[20\]\[3\],2614.25
_01248_,2614.18
decoder.rf.ram\[23\]\[6\],2614.045
decoder.rf.ram\[12\]\[0\],2612.36
decoder.rf.ram\[22\]\[21\],2612.25
_01491_,2611.955
net1167,2611.875
net1650,2610.32
net1324,2609.96
_04212_,2609.7
net1928,2609.6
_00394_,2609.54
net223,2609.26
_02844_,2608.82
net197,2607.98
_01785_,2607.9
net1864,2607.81
_01283_,2606.84
decoder.rf.ram\[17\]\[4\],2606.84
_02602_,2606.59
_00873_,2606.28
_04393_,2606.11
_00495_,2605.555
net1700,2604.15
net1419,2602.7
_03922_,2601.53
net908,2600.76
_03477_,2599.98
_03977_,2597.52
_03084_,2597.32
decoder.rf.ram\[0\]\[1\],2597.18
decoder.rf.ram\[16\]\[2\],2597.075
decoder.rf.ram\[14\]\[16\],2596.885
_02797_,2596.48
decoder.rf.ram\[12\]\[31\],2596.34
net1388,2595.89
_04230_,2595.58
net1378,2594.51
_01388_,2594.46
_04225_,2593.62
_03165_,2592.5
_00712_,2592.42
_00486_,2592.12
_00387_,2591.065
net1329,2590.32
decoder.rf.ram\[18\]\[24\],2590
_04247_,2589.39
decoder.rf.ram\[30\]\[15\],2589.39
net514,2588.76
decoder.rf.ram\[28\]\[18\],2588.38
decoder.rf.ram\[31\]\[3\],2588.19
net730,2587.82
net1849,2587.74
_03733_,2586.84
net91,2586.4
decoder.rf.ram\[18\]\[29\],2585.86
decoder.rf.ram\[15\]\[16\],2585.78
net1913,2585.56
_01062_,2585.5
decoder.rf.ram\[14\]\[14\],2585.49
net216,2583.96
net1694,2583.115
net923,2582.85
net239,2582.61
_02367_,2582.1
_02288_,2581.76
_02379_,2580.89
net1311,2580.39
_02983_,2579.92
net310,2579.25
decoder.rf.ram\[28\]\[9\],2579.21
_02553_,2579.18
_03764_,2578.57
_03852_,2578.18
net332,2577.43
_04243_,2576.74
_01537_,2576.255
_03719_,2575.88
net1880,2575.02
decoder.rf.ram\[30\]\[21\],2573.93
decoder.rf.ram\[9\]\[14\],2573.72
net358,2571.94
net865,2571.58
_03950_,2571.255
decoder.rf.ram\[4\]\[14\],2570.23
decoder.rf.ram\[13\]\[16\],2569.26
decoder.rf.ram\[25\]\[2\],2568.89
decoder.rf.ram\[25\]\[12\],2568.49
decoder.rf.ram\[17\]\[16\],2568.42
decoder.rf.ram\[10\]\[10\],2568.3
_00158_,2567.98
net1944,2567.92
decoder.rf.ram\[15\]\[19\],2567.68
decoder.rf.ram\[27\]\[7\],2567.58
_00862_,2566.285
net517,2565.94
net1080,2565.88
_02241_,2565.87
net666,2565.68
net512,2565.06
decoder.rf.ram\[6\]\[31\],2564.44
net697,2564.21
net1066,2563.99
net206,2563.75
_01201_,2563.5
net1382,2563.5
net244,2562.33
net1689,2561.38
net553,2561.3
net1828,2560.1
_03631_,2559.555
_02845_,2559.47
net1575,2558.52
net225,2558.24
_00977_,2556.7
_03628_,2556.54
net487,2556.16
_00915_,2556.02
_03155_,2555.87
_00091_,2555.24
net977,2554.85
_03612_,2554.66
_03433_,2554.58
_01570_,2554.09
_03189_,2553.78
_01736_,2552.53
decoder.rf.ram\[14\]\[7\],2552.065
_03302_,2551.58
_03385_,2551.5
net671,2551.25
net1528,2551.02
net124,2550.99
_00828_,2550.76
_04128_,2550.76
net1286,2550.2
net1879,2550.03
_03598_,2549.53
_00470_,2549.42
_01761_,2549.16
net1672,2547.99
decoder.rf.ram\[28\]\[10\],2547.65
_03491_,2547.41
_01812_,2547.37
_02275_,2547.06
_02245_,2546.74
_00453_,2546.08
_00819_,2545.9
net1780,2545.42
net1458,2544.28
_00629_,2543.95
decoder.rf.ram\[31\]\[21\],2543.2
_02695_,2543.07
net1255,2542.86
_01040_,2542.235
decoder.rf.ram\[29\]\[25\],2541.925
_01033_,2541.92
net1522,2541.74
_00546_,2541.355
net624,2540.79
net428,2540.74
net1936,2540.735
_03226_,2540.56
_00707_,2539.445
net371,2539.43
_03904_,2538.42
_00213_,2537.12
_03737_,2535.26
_02295_,2535.175
net852,2535.11
net1284,2535.06
decoder.rf.ram\[30\]\[18\],2533.36
net313,2533.14
decoder.rf.ram\[8\]\[8\],2532.48
net1139,2532.35
net1943,2531.91
_00988_,2531.3
net1947,2531.235
_02074_,2531.12
net1932,2530.6
_02254_,2529.83
decoder.rf.ram\[0\]\[25\],2529.63
_04359_,2529.24
net530,2528.36
_03757_,2527.7
_03133_,2526.54
net5,2525.48
_02153_,2524.89
_04314_,2524.5
net1667,2524.36
net1949,2524.3
decoder.rf.ram\[17\]\[24\],2524.28
net760,2522.08
decoder.rf.ram\[5\]\[31\],2521.955
decoder.rf.ram\[15\]\[22\],2521.92
net147,2521.48
net665,2521.26
net190,2521.065
decoder.rf.ram\[12\]\[6\],2520.92
net1853,2520.9
net16,2519.88
decoder.rf.ram\[8\]\[2\],2519.79
_01939_,2518.66
decoder.rf.ram\[21\]\[21\],2517.905
net937,2517.815
_00986_,2516.445
net1821,2516.39
_03642_,2514.8
decoder.rf.ram\[1\]\[28\],2514.45
_03200_,2514.44
_03822_,2514.18
decoder.rf.ram\[1\]\[18\],2513.82
net552,2513.16
_02814_,2512.93
net1801,2512.2
net407,2512.17
_03328_,2511.69
_04361_,2511.66
_04251_,2511.63
_00693_,2511.42
decoder.rf.ram\[0\]\[24\],2511.195
net1407,2511.11
_00260_,2510.735
_02530_,2510.64
_00462_,2509.44
decoder.inst\[15\],2508.62
decoder.rf.ram\[8\]\[19\],2508.46
decoder.rf.ram\[1\]\[6\],2506.92
_00317_,2506.915
_02461_,2506.56
_00148_,2505.94
decoder.rf.ram\[7\]\[25\],2505.7
net972,2505.43
_03639_,2504.78
_02859_,2504.38
net761,2502.78
net343,2502.74
_00601_,2502.7
_03194_,2500.78
_01090_,2500.14
net1523,2500.06
_00529_,2499.595
net1497,2499.535
net1712,2499.04
net931,2498.52
net347,2498
_00039_,2497.575
_02976_,2497.01
_00567_,2496.68
_00480_,2496.13
_03441_,2495.62
net1568,2494.93
decoder.rf.ram\[14\]\[30\],2494.65
_00475_,2494.54
net1804,2494.08
net866,2493.86
decoder.rf.ram\[11\]\[8\],2493.68
net1743,2492.86
net1910,2492.68
_03661_,2492.39
_00989_,2492.2
_03624_,2492.15
net963,2491.89
net1392,2491.82
decoder.rf.ram\[13\]\[0\],2490.895
_01214_,2490.86
_02543_,2490.39
_03730_,2490.04
decoder.rf.ram\[17\]\[18\],2489.76
_00597_,2489.7
_03724_,2489.7
_02625_,2489.3
_01800_,2489.12
decoder.rf.ram\[3\]\[22\],2488.1
_02733_,2487.56
_00000_,2486.68
_02680_,2486.65
net1565,2486.2
_00560_,2485.9
decoder.rf.ram\[25\]\[27\],2484.58
decoder.rf.ram\[5\]\[21\],2484.26
_00658_,2484.04
_01420_,2482.68
_03792_,2482.67
counter.adress\[3\],2481.86
_00275_,2481.59
_03122_,2481.14
net1161,2480.74
net1428,2480.725
_03087_,2480.49
net1969,2480.39
net1112,2479.46
decoder.rf.ram\[5\]\[28\],2478.645
_00813_,2478.58
_00410_,2477.92
decoder.rf.ram\[8\]\[25\],2477.55
net1462,2477.36
_04265_,2476.72
decoder.inst\[23\],2476.56
decoder.rf.ram\[2\]\[8\],2476.53
net1710,2476.36
_03769_,2474.92
_01820_,2474.4
_02057_,2473.56
net550,2472.58
net1604,2472.52
_04348_,2471.56
_03130_,2470.96
_04386_,2469.98
_02711_,2469.64
net381,2469.08
_03387_,2468.62
_00875_,2468.1
decoder.rf.ram\[1\]\[31\],2468.04
decoder.rf.ram\[5\]\[16\],2468.03
net130,2467.82
_02668_,2467.8
net525,2467.59
_01862_,2467.01
net1728,2466.92
_00564_,2466.27
decoder.rf.ram\[4\]\[11\],2465.86
decoder.rf.ram\[13\]\[22\],2465.23
net284,2465.01
net378,2464.95
_01196_,2464.08
decoder.rf.ram\[2\]\[20\],2464.06
net1834,2463.78
_00797_,2463
net587,2462.49
net253,2462.33
_03413_,2462.2
net569,2461.575
decoder.rf.ram\[31\]\[10\],2461.48
_03461_,2460.8
_03670_,2460.55
_00588_,2460.54
_03284_,2460.12
decoder.rf.ram\[24\]\[31\],2459.77
_00853_,2459.48
decoder.rf.ram\[3\]\[28\],2459.3
_04168_,2459.2
net1940,2459.1
_02347_,2458.73
decoder.rf.ram\[30\]\[27\],2458.49
_02991_,2458.08
decoder.rf.ram\[17\]\[6\],2458.04
decoder.rf.ram\[29\]\[6\],2457.49
_02132_,2455.98
net1249,2455.76
decoder.rf.ram\[3\]\[4\],2455.66
_02321_,2455.48
net1478,2455.47
_04325_,2455.16
decoder.rf.ram\[17\]\[11\],2455.14
_03662_,2454.3
net509,2453.63
_03001_,2452.55
_02770_,2452.37
_04267_,2452.24
_03137_,2451.97
net1305,2451.66
decoder.rf.ram\[19\]\[10\],2451.06
decoder.rf.ram\[27\]\[4\],2450.5
net1716,2450.38
_02551_,2450.11
_00372_,2449.76
net1747,2448.935
_03419_,2448.18
decoder.rf.ram\[11\]\[14\],2447.9
_03935_,2447.6
net1285,2447.57
_01444_,2447.48
_01014_,2447.32
_03658_,2446.88
_02350_,2445.78
decoder.rf.ram\[12\]\[13\],2445.58
decoder.rf.ram\[7\]\[27\],2445.58
net1110,2445.57
_02395_,2445.53
_01037_,2445.025
_00776_,2444.875
_02499_,2444.84
_02069_,2444.71
decoder.rf.ram\[28\]\[25\],2444.35
_01957_,2443.58
decoder.rf.ram\[0\]\[12\],2443.2
decoder.rf.ram\[16\]\[28\],2442.74
_01651_,2442.46
net568,2442.1
net226,2440.82
net1299,2440.08
net404,2440.04
_00340_,2439.81
_00261_,2439.28
_03313_,2438.66
net1674,2438.51
decoder.rf.ram\[19\]\[23\],2438.26
net1927,2438.02
_01923_,2437.86
_03388_,2436.64
net1239,2436.23
_03290_,2435.94
decoder.rf.ram\[26\]\[30\],2435.41
decoder.rf.ram\[13\]\[9\],2435.37
_00303_,2435.335
net693,2435.24
net295,2435.01
_00452_,2433.98
decoder.rf.ram\[22\]\[17\],2431.96
net1885,2431.93
_01688_,2431.56
net547,2431.08
decoder.rf.ram\[24\]\[22\],2429.94
decoder.rf.ram\[28\]\[26\],2429.85
net1127,2428.76
_02099_,2427.58
net836,2427.28
_00613_,2426.76
net489,2426.74
net246,2426.58
net1908,2425.275
_04383_,2424.98
_02630_,2424.36
_01701_,2423.82
decoder.rf.ram\[27\]\[3\],2423.36
decoder.rf.ram\[31\]\[22\],2423.32
decoder.rf.ram\[18\]\[11\],2422.58
_02946_,2421.98
_03597_,2421.77
net983,2421.63
_00815_,2421.56
net1558,2420.86
_01319_,2420.48
_03224_,2420.11
net1665,2420.08
_01986_,2419.64
_00794_,2418.815
decoder.rf.ram\[17\]\[7\],2418.64
_02880_,2418.04
_03654_,2417.9
decoder.rf.ram\[26\]\[27\],2416.54
decoder.rf.ram\[23\]\[17\],2415.32
_01336_,2415
net262,2414.92
net1848,2414.66
_02161_,2414.21
_04118_,2413.53
net830,2413.29
_00663_,2413.215
decoder.rf.ram\[25\]\[28\],2412.66
decoder.rf.ram\[3\]\[12\],2411.34
net1364,2410.84
_04380_,2409.435
decoder.rf.ram\[20\]\[20\],2408.96
net1303,2408.83
_00124_,2408.11
_04174_,2407.86
net586,2407.47
net649,2406.2
_02523_,2405.34
decoder.rf.ram\[25\]\[4\],2405.28
decoder.rf.ram\[28\]\[5\],2405.24
_03616_,2404.9
decoder.rf.ram\[2\]\[2\],2403.98
net1292,2403.66
decoder.rf.ram\[12\]\[11\],2403.64
net195,2403.5
_03481_,2402.79
_00240_,2402.6
_02334_,2402.56
_01414_,2402.44
_01013_,2402.02
_03812_,2401.65
_01323_,2401.43
decoder.rf.ram\[5\]\[24\],2400.635
net338,2400.48
_00324_,2400.15
decoder.rf.ram\[3\]\[20\],2399.92
_02184_,2399.85
net1945,2399.79
net191,2399.62
net626,2398.96
_03526_,2398.94
decoder.rf.ram\[12\]\[26\],2398.76
net1257,2398.75
_00438_,2396.565
_03455_,2396.5
decoder.rf.ram\[4\]\[26\],2395.2
_00704_,2395.125
_01909_,2394.39
_03111_,2394.08
_02913_,2394.05
net1293,2394.04
_03473_,2393.84
net307,2393.2
net1979,2393.19
_04332_,2392.96
_02428_,2392
net1904,2391.95
net605,2391.34
_00905_,2391.26
decoder.rf.ram\[25\]\[3\],2391.25
_01881_,2391.24
decoder.rf.ram\[7\]\[3\],2391.12
decoder.rf.ram\[23\]\[13\],2389.57
_04021_,2389.56
net1559,2389.16
_04406_,2389.12
_02000_,2388.7
_03062_,2388.58
_04411_,2387.21
net1788,2386.86
_02822_,2386.32
decoder.rf.ram\[11\]\[15\],2386.24
net1524,2385.87
_01578_,2385.76
_02557_,2385.24
net732,2385.14
_00775_,2383.3
net1353,2383
_04345_,2382.98
net1897,2381.905
_04191_,2380.82
_03040_,2380.7
decoder.rf.ram\[31\]\[24\],2380.3
_01054_,2379.66
_00668_,2379.48
net640,2379.08
net1630,2378.71
net1679,2378.46
net1427,2377.42
net1777,2377.3
decoder.a2\[0\],2377.18
_00038_,2377.03
net1431,2376.98
net1733,2376.56
_00603_,2375.98
_00473_,2375.3
_00025_,2375.105
net299,2374
net374,2373.68
net278,2373.54
net1807,2372.415
_00602_,2371.6
_03476_,2370.34
net292,2369.835
_03796_,2368.5
_03944_,2367.81
net1273,2367.66
decoder.rf.ram\[25\]\[29\],2367.41
net874,2366.44
_01539_,2366.36
net1347,2366.1
decoder.rf.ram\[9\]\[15\],2365.94
decoder.rf.ram\[16\]\[26\],2365.855
net1916,2365.44
decoder.rf.ram\[17\]\[31\],2364.82
_01441_,2364.8
net1826,2364.7
net1120,2364.4
net1275,2363.65
decoder.rf.ram\[10\]\[18\],2363.28
net789,2362.72
_03900_,2362.71
net1840,2362.71
_00120_,2362.68
_02803_,2362.37
_00854_,2361.975
net1619,2361.81
decoder.rf.ram\[21\]\[19\],2361.3
net1125,2361.03
_00309_,2360.98
_02829_,2360.64
_00236_,2360.32
decoder.rf.ram\[1\]\[13\],2360.18
_00159_,2359.1
_03432_,2358.89
_04290_,2358.89
_03756_,2358.2
_01989_,2357.67
_00929_,2357.61
net1402,2357.46
net1581,2357.06
_01557_,2356.96
_03422_,2356.84
net56,2356.42
_04188_,2355.88
_00553_,2355.155
decoder.rf.ram\[14\]\[5\],2354.48
net269,2353.99
net238,2353.95
decoder.rf.ram\[10\]\[25\],2353.64
net1761,2353.02
_00774_,2352.26
_03048_,2352.16
_00841_,2351.9
_01187_,2351.76
_03039_,2350.56
_01690_,2350.51
decoder.rf.ram\[6\]\[12\],2350.46
_03196_,2350.16
decoder.rf.ram\[8\]\[20\],2349.98
_03830_,2349.16
_04312_,2349.12
net1177,2348.84
_00632_,2348.51
net1315,2348.12
_02842_,2347.71
_04088_,2346.22
_00271_,2346.1
decoder.rf.ram\[31\]\[0\],2345.55
decoder.rf.ram\[18\]\[9\],2345.26
_02651_,2344.75
_02566_,2344.46
decoder.rf.ram\[30\]\[0\],2344.12
_01848_,2343.94
net1114,2343.93
net1247,2343.89
net566,2343.22
net1142,2343.18
_03004_,2342.04
decoder.rf.ram\[3\]\[8\],2341.695
net1129,2341.57
_02869_,2341.54
net15,2341.26
net1445,2341.1
net582,2340.88
_03914_,2340.02
_03925_,2338.89
_03783_,2337.11
decoder.rf.ram\[9\]\[2\],2336.735
decoder.rf.ram\[27\]\[2\],2336.57
_02488_,2335.64
net691,2335.38
_00969_,2335.24
decoder.rf.ram\[6\]\[5\],2335.04
_04178_,2334.71
_04154_,2334.6
net1871,2333.27
_00741_,2332.45
decoder.rf.ram\[20\]\[18\],2332.18
net629,2331.62
net1825,2331.18
_00798_,2330.92
net1691,2330.72
_01301_,2330.48
_03583_,2330.14
net401,2329.93
net368,2329.9
decoder.rf.ram\[31\]\[26\],2329.59
_02921_,2328.96
_04132_,2326.77
net194,2326.725
_00705_,2326.16
net367,2325.43
_02717_,2325.22
_02401_,2324.4
_03576_,2324.03
_04030_,2324.03
decoder.rf.ram\[5\]\[17\],2324.02
net287,2323.64
_02508_,2322.275
decoder.rf.ram\[5\]\[9\],2322.15
decoder.inst\[0\],2321.69
_00814_,2321.295
net321,2321.27
_01966_,2321.23
net1396,2321.2
net724,2320.6
_01770_,2319.53
decoder.rf.ram\[2\]\[16\],2319.05
_03511_,2318.88
_02886_,2318.83
_02280_,2318.31
net388,2318.06
net1089,2317.83
net1518,2317.59
_02518_,2316.335
net1635,2316.2
decoder.rf.ram\[24\]\[1\],2313.16
_00288_,2313.06
net840,2313.04
_02224_,2312.92
_03334_,2312.795
decoder.rf.ram\[23\]\[21\],2311.72
decoder.rf.ram\[11\]\[7\],2311.68
net1252,2311.48
net784,2311.115
_00101_,2310.28
decoder.rf.ram\[11\]\[4\],2309.56
net1802,2309.525
net728,2309.01
_01665_,2307.9
net1783,2307.82
_00568_,2307.55
_01816_,2307.38
net1594,2306.65
_01085_,2306.22
net425,2305.34
_02037_,2304.48
_03283_,2303.72
_02056_,2303.23
_00046_,2302.695
net1349,2302.62
_04333_,2302.27
decoder.rf.ram\[0\]\[31\],2302.21
decoder.rf.ram\[14\]\[0\],2302.01
net1883,2301.97
_03981_,2301.96
_00306_,2301.21
decoder.rf.ram\[29\]\[18\],2301.12
_01095_,2300.88
_00106_,2300.74
_02403_,2300.74
_04181_,2300.06
net280,2299.86
net267,2299.6
net952,2299.43
_00230_,2298.44
decoder.rf.ram\[18\]\[25\],2298.14
_02376_,2297.78
_00122_,2297.72
