net,length_um
_00203_,3835.46
decoder.rf.ram\[11\]\[29\],3834.66
_04240_,3829.44
net1737,3826.74
_02236_,3821.2
_04381_,3809.72
_00165_,3807.59
_00569_,3799.48
_00836_,3798.79
_00392_,3796.215
_03974_,3781.49
_01022_,3768.155
decoder.rf.ram\[9\]\[21\],3763.84
_00051_,3759.235
_00229_,3759.22
_01330_,3740.02
_00894_,3734.235
_00322_,3730.89
_03215_,3729
_02677_,3728.22
net1902,3727.55
_04460_,3722.34
_03254_,3719.3
_01023_,3716.855
_02662_,3692.32
_02791_,3691.36
decoder.rf.ram\[7\]\[12\],3686.835
_04289_,3685.995
net231,3684.1
_00164_,3683.65
_00184_,3675.715
_00006_,3674.1
net1838,3668.165
_02883_,3662.84
_03471_,3652.74
_04189_,3637.32
_00469_,3636.54
_01387_,3631.05
_02257_,3622.6
_03014_,3620.02
_02761_,3618.53
_00664_,3615.84
_04431_,3614.9
_04311_,3610.56
decoder.rf.ram\[30\]\[31\],3610
_00909_,3608.84
decoder.rf.ram\[18\]\[18\],3604.88
net1151,3600.81
_03247_,3600.07
_00996_,3599.75
_00641_,3594.28
_01019_,3591.835
_00578_,3590.44
_00104_,3588.425
_00880_,3582.81
_02353_,3581.88
_00920_,3579.085
net1805,3578.03
_02048_,3577.49
net1573,3577.22
net1540,3573.89
_01079_,3570.1
_02548_,3566
_03055_,3563.12
decoder.rf.ram\[20\]\[11\],3561.44
decoder.rf.ram\[2\]\[15\],3549.785
_00614_,3548.92
decoder.rf.ram\[25\]\[6\],3547.02
_03023_,3546.88
_00549_,3545.64
net1739,3545.52
net1711,3544.8
net1899,3544.05
decoder.rf.ram\[12\]\[4\],3543.63
net1442,3543.43
_01791_,3542.56
_02792_,3538.3
_00634_,3529.275
_02410_,3524.33
net1586,3518.88
_03146_,3518.15
_02971_,3515.81
_00531_,3515.745
net1985,3515.41
net1332,3507.66
_00756_,3506.4
_02915_,3502.94
_00437_,3502.555
_03008_,3500.71
_00105_,3500.33
_03568_,3499.21
_03319_,3499.17
_03435_,3496.6
decoder.rf.ram\[5\]\[11\],3493.86
_03515_,3490.28
_03743_,3488.88
_02979_,3483.86
_01798_,3483.36
_03407_,3481.74
_02168_,3480.63
_02953_,3479.59
decoder.rf.ram\[20\]\[0\],3478
_00024_,3475.215
net1882,3473.49
_03193_,3473.41
decoder.rf.ram\[7\]\[30\],3470.96
_03853_,3469.82
decoder.rf.ram\[12\]\[2\],3466
_03953_,3464.34
net1394,3453.9
decoder.rf.ram\[29\]\[23\],3445.83
_00068_,3439.095
_00539_,3437.105
net1767,3436.77
decoder.rf.ram\[30\]\[13\],3436.19
_03005_,3434.18
_01115_,3433.955
_04000_,3433.49
decoder.rf.ram\[2\]\[21\],3432.835
_01081_,3432.81
_03034_,3430.95
_00490_,3429.43
decoder.rf.ram\[16\]\[6\],3425.09
_03479_,3418.02
_01635_,3416.805
_00778_,3413.21
net1587,3408.355
_03011_,3408.1
_01110_,3406.12
_03560_,3404.68
_02819_,3404.49
decoder.rf.ram\[17\]\[29\],3399.3
net1192,3398.495
net1477,3386.89
net277,3385.155
decoder.rf.ram\[15\]\[1\],3379.21
_02779_,3378.37
_02876_,3377.53
_00949_,3374.495
_00947_,3374.37
_02998_,3370.84
net1626,3361.76
_00408_,3360.1
_04282_,3357.69
_00398_,3357.42
decoder.rf.ram\[15\]\[15\],3355.675
_04199_,3354.71
_00432_,3354.5
_02802_,3353.8
decoder.rf.ram\[30\]\[22\],3353.47
_04441_,3353.22
decoder.rf.ram\[28\]\[16\],3351.605
net1808,3350.56
decoder.rf.ram\[28\]\[24\],3349.03
_02800_,3346.16
decoder.rf.ram\[1\]\[24\],3345.675
decoder.rf.ram\[26\]\[26\],3342.83
net1551,3342.58
decoder.rf.ram\[3\]\[24\],3338.55
net1618,3337.66
_00519_,3337.115
net1588,3336.2
_01642_,3335.06
decoder.rf.ram\[5\]\[7\],3333.96
net1513,3329.02
_00888_,3321.905
_00405_,3320.32
_00505_,3314.105
_00463_,3311.585
decoder.rf.ram\[29\]\[17\],3311.5
net928,3310.27
_02263_,3309.8
_03043_,3307.95
net1799,3307.76
decoder.rf.ram\[5\]\[12\],3304.21
_00129_,3304.06
decoder.rf.ram\[12\]\[8\],3299.305
_01069_,3297.77
net1769,3296.975
_01077_,3296.385
decoder.rf.ram\[19\]\[12\],3288.43
_04363_,3288.12
_00382_,3283.22
decoder.rf.ram\[11\]\[6\],3282.26
_01112_,3281.46
decoder.rf.ram\[0\]\[21\],3280.83
_00956_,3280.66
decoder.rf.ram\[10\]\[31\],3274.64
net625,3272.025
_00375_,3270.14
_02505_,3269.66
decoder.rf.ram\[16\]\[20\],3267.02
_02059_,3266.36
_04221_,3259.18
_02840_,3256.8
_00130_,3256.775
_04416_,3252.48
net1872,3251.6
_00477_,3250.875
decoder.rf.ram\[2\]\[27\],3249.42
net1776,3242.385
_02259_,3241.215
_04297_,3238.77
_03671_,3238.6
_04405_,3237.81
_02080_,3237.135
decoder.rf.ram\[10\]\[13\],3236.94
_00440_,3236.12
decoder.rf.ram\[29\]\[27\],3235.2
_00581_,3233.645
net1593,3233.42
_01018_,3230.08
_02197_,3227.06
net1554,3227.03
_00393_,3220.73
_00367_,3220.36
_03266_,3218.84
_00816_,3218.34
net123,3208.8
net944,3208.67
_00224_,3205.14
net1258,3203.385
_01659_,3202.55
net1346,3197.22
_03504_,3195.24
_00302_,3195.04
_00369_,3194.86
net1549,3193.12
net1433,3191.4
decoder.rf.ram\[4\]\[29\],3191.335
net1538,3189.82
_02644_,3188.46
decoder.rf.ram\[6\]\[15\],3185.74
_03762_,3185.61
net1779,3184.78
net1385,3182.92
decoder.rf.ram\[2\]\[22\],3177.97
net544,3177.68
decoder.rf.ram\[25\]\[7\],3177.3
decoder.rf.ram\[19\]\[14\],3175.795
net333,3174.64
net1705,3172.68
_00286_,3171.845
_02929_,3169.98
_02627_,3169.54
net1751,3166.83
net1768,3166.22
net961,3165.59
net1732,3163.57
decoder.rf.ram\[8\]\[4\],3162.38
_04201_,3162.26
decoder.rf.ram\[9\]\[27\],3159.6
decoder.rf.ram\[5\]\[18\],3159.46
decoder.rf.ram\[19\]\[17\],3158.68
_01009_,3157.32
decoder.rf.ram\[18\]\[20\],3152.335
decoder.rf.ram\[18\]\[4\],3151.52
net1599,3150.9
net1745,3150.38
_02908_,3149.93
net1613,3149.47
_04317_,3149.44
net1616,3147.65
decoder.rf.ram\[17\]\[2\],3147.345
_03854_,3146.23
_02896_,3145.62
net1738,3144.74
decoder.rf.ram\[0\]\[17\],3142.92
_01892_,3142.26
_02150_,3142
net1122,3141.4
decoder.rf.ram\[24\]\[15\],3140.99
_01167_,3138.64
_02054_,3138.25
net1018,3138.12
decoder.rf.ram\[3\]\[0\],3136.715
net558,3134.535
_00279_,3133.995
decoder.rf.ram\[28\]\[7\],3133.72
net1971,3133.5
_02709_,3133.4
_00199_,3132.78
net429,3132.22
_02256_,3131.84
_02873_,3131.61
_04010_,3130.83
decoder.rf.ram\[1\]\[0\],3130.74
net1577,3129.1
_03543_,3128.12
net1231,3128.035
decoder.rf.ram\[17\]\[3\],3125.48
_02703_,3124.94
decoder.rf.ram\[2\]\[10\],3123.235
net18,3122.39
decoder.rf.ram\[24\]\[13\],3120.4
net1381,3117.74
net540,3117.16
net132,3117.07
net703,3116.37
net1582,3116.26
net1970,3115.255
net1901,3112.6
_03379_,3111.31
_04182_,3111.18
_00598_,3110.215
_03214_,3109.82
net1552,3109.52
net623,3108.02
_04330_,3107.68
_02613_,3107.48
net1843,3106.76
decoder.rf.ram\[6\]\[25\],3106.66
decoder.rf.ram\[22\]\[0\],3104.17
decoder.rf.ram\[28\]\[4\],3104.06
net1877,3103.86
net1973,3100.09
net49,3100.08
_00932_,3099.38
decoder.rf.ram\[3\]\[11\],3097.815
_04424_,3094.8
decoder.rf.ram\[2\]\[24\],3094.705
net1759,3093.94
decoder.rf.ram\[0\]\[13\],3093.66
decoder.rf.ram\[10\]\[24\],3090.9
_00001_,3090.4
decoder.rf.ram\[18\]\[17\],3087.18
counter.adress\[2\],3086.7
net1831,3086.4
_00910_,3085.7
net1254,3085.58
net1950,3085.08
decoder.rf.ram\[2\]\[26\],3083.855
decoder.rf.ram\[25\]\[26\],3083.6
net1136,3082.81
_00099_,3081.9
net95,3080.52
decoder.rf.ram\[5\]\[2\],3079.22
_00418_,3078.94
_01826_,3078.795
net795,3077.695
_01032_,3077.615
_03423_,3076.5
net1914,3076.16
decoder.rf.ram\[12\]\[21\],3076.1
decoder.rf.ram\[29\]\[21\],3075.03
_03299_,3074.84
decoder.rf.ram\[25\]\[24\],3073.72
net1785,3073.62
net788,3072.81
net243,3072.57
net1719,3071.57
_00112_,3070.595
net235,3070.5
net1749,3070.08
net1874,3070.05
_00365_,3069.12
net1752,3069.06
net759,3068.1
net1196,3068.1
net1835,3067.36
decoder.rf.ram\[5\]\[8\],3066.98
_00769_,3066.11
decoder.rf.ram\[28\]\[29\],3065.78
net532,3065.56
_00772_,3065.4
net1722,3065.19
net75,3064.495
_00167_,3063.12
net1069,3063.09
net1584,3062.85
net1535,3062.68
net1972,3061.54
net25,3061.1
net1725,3060.97
net111,3060.9
decoder.rf.ram\[4\]\[16\],3060.28
net444,3060.16
net1331,3059.73
net583,3059.56
net1548,3059.37
decoder.rf.ram\[21\]\[5\],3058.73
decoder.rf.ram\[3\]\[16\],3057.635
_00753_,3057.6
net1476,3057.18
net1905,3055.3
net1881,3054.7
net1847,3054.185
net1561,3054.18
net1238,3053.38
decoder.rf.ram\[16\]\[14\],3052.88
decoder.rf.ram\[25\]\[1\],3052.705
decoder.rf.ram\[12\]\[14\],3052.46
decoder.rf.ram\[26\]\[21\],3052.025
net1878,3051.02
net1906,3050.475
decoder.rf.ram\[30\]\[9\],3050.42
net1729,3050.38
net1754,3050.265
net1601,3050.225
_01425_,3049.36
decoder.rf.ram\[20\]\[27\],3049.26
net1836,3048.63
net1793,3048.36
net1951,3048.22
net240,3048.17
decoder.rf.ram\[31\]\[4\],3047.99
net17,3046.62
decoder.rf.ram\[23\]\[15\],3046.33
decoder.rf.ram\[9\]\[24\],3045.335
net329,3044.42
net1930,3044.1
net1890,3043.63
_00965_,3043.52
_00846_,3043.37
_02708_,3043.25
_03940_,3043.08
net589,3043
_03195_,3041.83
_00899_,3041.42
net1795,3040.68
net542,3040.6
net1896,3040.58
_00264_,3040.49
net1756,3040.46
_00935_,3040.39
net757,3039.99
net1939,3039.52
net1742,3039.475
decoder.rf.ram\[19\]\[5\],3038.68
_02210_,3038.67
net1941,3037.97
net1469,3035.42
decoder.rf.ram\[30\]\[26\],3035.395
_00948_,3034.28
net1771,3034.11
net1564,3032.9
net1891,3032.56
net247,3032.22
net1770,3032.05
net1020,3031.84
net1708,3031.815
_02763_,3031.8
net1571,3031.775
net1572,3031.655
net245,3031.2
_00834_,3030.86
net1846,3030.43
decoder.rf.ram\[4\]\[8\],3028.86
net484,3028.86
_01899_,3028.31
net628,3028.135
decoder.rf.ram\[24\]\[2\],3027.44
net1408,3027.09
decoder.rf.ram\[28\]\[6\],3026.51
net1574,3026.17
net453,3025.815
net1957,3025.81
net1550,3025.52
net1232,3024.98
net490,3024.87
net1900,3023.58
net1724,3023.51
net473,3023.47
net1755,3022.78
_02562_,3022.75
net1266,3022.21
net1245,3022.13
_02194_,3022.01
_00443_,3021.925
net631,3020.99
net296,3020.86
_01164_,3020.28
_00612_,3020.18
net1454,3018.77
net1854,3018.68
net1585,3018.53
_03766_,3018.4
net1823,3018.13
decoder.rf.ram\[1\]\[21\],3017.94
net1039,3017.92
net1608,3017.83
_00111_,3017.22
net1726,3016.18
_00472_,3015.56
decoder.rf.ram\[1\]\[26\],3015.455
net1894,3015.43
net1735,3015.24
decoder.rf.ram\[16\]\[29\],3014.19
net1736,3013.72
net986,3013.36
net1784,3013.155
decoder.rf.ram\[13\]\[14\],3013.06
net293,3011.53
net1487,3011
net1750,3010.71
decoder.rf.ram\[21\]\[22\],3010.375
net1727,3009.45
_02737_,3009.39
_03036_,3009.39
net965,3008.64
net858,3008.23
net266,3008.015
net1766,3007.47
net1413,3007.1
decoder.rf.ram\[6\]\[16\],3005.78
net355,3005.52
net205,3005.3
_00984_,3005.28
decoder.rf.ram\[19\]\[1\],3004.99
net142,3004.94
net518,3004.605
net331,3004
net63,3003.6
net48,3003.04
net270,3002.75
net1792,3002.42
net1589,3002.25
net1730,3001.88
net1844,3001.605
decoder.rf.ram\[27\]\[19\],2999.625
net1794,2999.415
_01101_,2999.39
net1931,2999.37
net641,2999.3
net904,2998.96
_03276_,2998.76
_00161_,2998.14
net1837,2998
decoder.rf.ram\[31\]\[30\],2997.6
decoder.rf.ram\[12\]\[19\],2997.5
net169,2997.36
net146,2997.18
net219,2996.96
net1763,2996.54
net497,2996.36
decoder.rf.ram\[27\]\[16\],2995.68
decoder.rf.ram\[25\]\[10\],2995.22
net1797,2994.88
_03350_,2994.28
net1591,2994.18
net1832,2994.06
_03832_,2993.66
_01308_,2993.36
net1605,2993.24
net1327,2992.08
net1850,2991.63
net131,2991.28
net1102,2991.18
_03389_,2991.1
net28,2991.01
net1740,2990.32
net842,2989.8
decoder.rf.ram\[15\]\[28\],2988.69
net212,2987.95
net673,2987.62
net268,2987.16
_03240_,2987.04
net1397,2986.94
decoder.rf.ram\[29\]\[16\],2986.51
_02390_,2986.23
_02847_,2986.215
net1019,2985.79
_00924_,2985.76
net851,2985.65
decoder.rf.ram\[17\]\[10\],2983.895
_00732_,2983.725
decoder.rf.ram\[20\]\[19\],2983.41
decoder.rf.ram\[15\]\[12\],2982.77
net1450,2982.32
decoder.rf.ram\[7\]\[28\],2982.28
net563,2981.94
decoder.rf.ram\[27\]\[1\],2981.57
_04398_,2979.96
net149,2979.78
_03862_,2979.62
net1485,2979.195
net1438,2979.07
net1328,2978.1
net203,2977.81
decoder.rf.ram\[9\]\[23\],2977.57
net1308,2976.32
_00604_,2975.34
_02756_,2975.11
net731,2975.04
decoder.rf.ram\[13\]\[15\],2974.89
decoder.rf.ram\[14\]\[1\],2974.77
_03190_,2974.44
net1704,2974.44
_03918_,2974.22
net447,2973.74
decoder.rf.ram\[8\]\[10\],2973.285
_02312_,2973
decoder.rf.ram\[7\]\[5\],2972.95
decoder.rf.ram\[17\]\[12\],2972.64
net204,2972.58
net939,2972.19
net1449,2971.86
net283,2971.595
net1451,2971.54
net1447,2971.45
net107,2970.86
_03017_,2969.35
net1434,2968.75
_00040_,2968.6
net841,2968.55
net1541,2968.39
decoder.rf.ram\[19\]\[15\],2968.16
net180,2967.67
net1920,2967.19
_02405_,2967.14
net1702,2967.135
net1553,2967.04
_02887_,2966.74
_02855_,2966.67
_00442_,2966.43
decoder.rf.ram\[18\]\[16\],2966.12
_04216_,2966.03
_02485_,2965.98
net1194,2965.94
net1514,2965.07
net1377,2964.78
net351,2964.1
_00211_,2963.935
decoder.rf.ram\[11\]\[10\],2963.74
net1198,2963.52
_00749_,2963.42
_03179_,2963.39
_03963_,2962.9
net1473,2962.89
net959,2962.86
net1862,2962.15
decoder.rf.ram\[11\]\[28\],2961.7
net1490,2961.47
_03861_,2961.41
net705,2961.28
net1845,2960.71
_04190_,2960
net1453,2958.98
net1887,2958.49
_03485_,2958.18
net856,2957.96
net1806,2957.1
decoder.rf.ram\[31\]\[20\],2956.64
net1448,2956.315
_00299_,2956.14
_03263_,2955.98
net202,2954.805
_00843_,2954.7
net249,2954.43
net12,2953.84
net66,2953.8
net1895,2952.85
_00870_,2952.315
net1375,2952.21
_00156_,2951.78
_02906_,2951.72
net1468,2951.3
net1016,2951.14
_03058_,2950.93
net74,2950.78
net1326,2950.54
net1611,2950.505
net1479,2949.43
_02817_,2949.22
net1539,2949.08
net1103,2947.57
net1264,2947.44
net1657,2947.35
net1496,2947.28
net433,2946.23
net910,2946.06
net964,2945.49
decoder.state,2945.04
net940,2944.6
net1461,2944.55
net1405,2944.4
net1352,2944.24
decoder.rf.ram\[7\]\[2\],2943.98
net854,2943.86
_00627_,2943.52
_02872_,2943.44
net935,2942.97
net1748,2942.97
net143,2942.65
net968,2942.53
net1706,2942.3
net762,2941.68
net184,2941.34
_00681_,2941.285
decoder.rf.ram\[31\]\[2\],2941.12
counter.pc\[4\],2940.79
net83,2940.62
net1321,2939.59
net1376,2939.51
_03383_,2939.24
net1867,2938.94
net354,2937.39
_00346_,2936.11
net1363,2935.99
net1875,2935.73
net1537,2935.54
net297,2935.17
net1592,2935.01
net911,2934.515
net1017,2933.9
decoder.rf.ram\[1\]\[27\],2933.72
net344,2933.33
net1195,2933.2
net704,2931.86
net1489,2931.59
_01222_,2931.09
net1165,2931.05
net1475,2930.52
decoder.rf.ram\[20\]\[4\],2930.365
net1418,2930.04
_02404_,2930.02
net917,2929.1
net1942,2929
decoder.rf.ram\[9\]\[0\],2928.37
_03544_,2927.97
decoder.rf.ram\[30\]\[19\],2927.88
decoder.rf.ram\[13\]\[19\],2927.49
net1746,2927.08
decoder.rf.ram\[13\]\[25\],2926.85
net1152,2926.69
decoder.rf.ram\[21\]\[18\],2926.5
decoder.rf.ram\[16\]\[10\],2926.155
net1457,2925.9
_04176_,2925.67
_04414_,2924.94
net1773,2923.735
decoder.rf.ram\[13\]\[8\],2923.67
net701,2922.69
net1481,2922.65
net1459,2921.9
net1499,2921.27
decoder.inst\[17\],2921.06
_02888_,2920.9
_02696_,2920.85
net1480,2920.55
net1409,2919.63
decoder.rf.ram\[8\]\[12\],2919.62
decoder.rf.ram\[14\]\[23\],2919.41
_02665_,2919.38
_00198_,2919.19
net1436,2918.74
net470,2918.59
net967,2918.12
_00113_,2917.275
_00160_,2916.86
net1101,2916.645
_00028_,2916.42
_02313_,2916.22
decoder.rf.ram\[29\]\[9\],2915.85
_03746_,2915.335
net857,2915.06
net1268,2914.88
net511,2914.8
net1696,2914.8
net80,2914
_04266_,2913.6
_03795_,2913.25
net1981,2913.1
net1259,2913.045
decoder.rf.ram\[12\]\[9\],2913.04
_02371_,2912.78
net234,2912.34
_01061_,2912.145
net1271,2912.03
net1379,2911.94
net1526,2911.49
net1185,2911.28
net357,2911.27
net1527,2911.11
net1356,2910.51
_01045_,2910.38
net1035,2910.355
net1495,2909.88
_02777_,2909.72
net1072,2909.58
net1063,2908.89
decoder.rf.ram\[18\]\[15\],2907.86
decoder.rf.ram\[11\]\[25\],2907.775
net442,2906.74
net1348,2904.51
_00278_,2903.7
net685,2903.54
_03375_,2902.28
net275,2902.2
decoder.rf.ram\[14\]\[19\],2901.81
net1818,2901.165
decoder.rf.ram\[12\]\[3\],2901.1
_04023_,2900.94
net1440,2900.685
_02333_,2900.52
_00672_,2899.8
net390,2899.47
decoder.rf.ram\[10\]\[16\],2899.14
net1542,2898.83
decoder.rf.ram\[3\]\[9\],2898.24
net1038,2897.22
net1383,2896.32
net1625,2895.85
_00865_,2895.82
decoder.rf.ram\[20\]\[25\],2895.65
_02046_,2895.11
decoder.rf.ram\[25\]\[16\],2895.05
decoder.rf.ram\[13\]\[11\],2895
_02725_,2894.11
net958,2893.81
net1464,2893.4
decoder.rf.ram\[5\]\[0\],2893.36
_00385_,2893
net1156,2892.97
net1341,2892.85
_02608_,2892.43
decoder.rf.ram\[4\]\[20\],2891.84
net1009,2891.57
net403,2891.36
_00192_,2891.2
net495,2891.07
net1256,2890.62
net1270,2889.61
net1153,2889.44
net1078,2888.27
net467,2887.96
net938,2887.77
net167,2887.27
_04448_,2887.26
net285,2886.66
net1140,2886.54
decoder.result\[18\],2886.05
_01072_,2885.795
net909,2885.265
net1387,2885.13
_03948_,2884.98
decoder.rf.ram\[5\]\[4\],2884.64
net362,2884.31
decoder.rf.ram\[20\]\[14\],2884.05
net1404,2883.8
net454,2883.49
net953,2883.43
net1281,2883.43
_02839_,2882.71
net377,2882.68
net365,2882.63
net1661,2882.47
_01138_,2881.65
_00726_,2881.31
decoder.rf.ram\[6\]\[1\],2880.58
net427,2880.56
_00149_,2880.14
net1062,2879.93
net1530,2879.55
net1358,2879.45
net1322,2878.76
decoder.rf.ram\[30\]\[20\],2878.72
net1472,2878.21
decoder.rf.ram\[13\]\[7\],2877.4
_02558_,2876.895
net1309,2876.58
net1441,2875.7
_00050_,2874.92
net1335,2874.84
net1359,2874.18
net1154,2873.53
decoder.rf.ram\[14\]\[10\],2873.35
net352,2872.07
net1968,2871.93
_03869_,2871.08
net1525,2870.53
net1398,2869.65
net869,2868.175
net1637,2868.06
net613,2866.96
_01815_,2866.46
net1265,2865.73
net596,2865.55
net1760,2865.09
net713,2864.62
decoder.rf.ram\[2\]\[31\],2863.64
net300,2863.12
_00987_,2862.3
_00745_,2861.94
_02877_,2861.78
_00701_,2861.48
net642,2861.25
net1417,2860.35
net1157,2859.62
net1119,2858.5
_02028_,2858.34
_02468_,2858.3
net1452,2858.005
_02600_,2857.97
_01016_,2857.95
net1964,2856.41
net193,2855.84
net1456,2855.545
decoder.rf.ram\[31\]\[17\],2855.46
net868,2855.44
net1176,2854.96
net832,2854.6
decoder.rf.ram\[13\]\[23\],2854.55
net1115,2853.78
_02093_,2853.77
net942,2853.49
net387,2852.9
net692,2852.87
net1903,2852.475
decoder.rf.ram\[14\]\[24\],2852.45
decoder.rf.ram\[11\]\[19\],2852.02
net1334,2851.16
_01999_,2851
_00890_,2850.165
net1121,2850.07
net230,2849.96
_03992_,2849.77
net1360,2849.66
decoder.rf.ram\[19\]\[4\],2849.34
net330,2849.19
net1036,2848.44
_03026_,2848.27
net1361,2847.58
_01624_,2847.52
decoder.rf.ram\[1\]\[20\],2846.98
net1444,2845.995
net461,2845.7
net1638,2845.32
decoder.rf.ram\[20\]\[7\],2845.02
decoder.rf.ram\[11\]\[30\],2844.8
net543,2844.415
net1984,2844.21
net466,2843.69
_04425_,2843.2
net117,2843.12
_03499_,2842.81
_04031_,2842.49
_03369_,2841.2
net1088,2840.785
_04320_,2840.68
decoder.rf.ram\[22\]\[15\],2840.57
net1430,2840.18
_01558_,2839.88
net702,2838.94
net1580,2838.79
net326,2838.53
net1628,2837.79
net1138,2837.66
_02531_,2837.305
net548,2837.3
net955,2836.68
_00207_,2836.49
net465,2835.63
decoder.rf.ram\[3\]\[13\],2835.54
_00810_,2835.02
net1105,2834.55
_01464_,2833.93
net1632,2833.93
net1357,2832.74
net980,2832.66
_02265_,2832.1
_00284_,2831.54
net1193,2831
net936,2830.72
net1633,2829.42
decoder.rf.ram\[4\]\[18\],2829.06
net1261,2828.86
net970,2828.82
decoder.rf.ram\[0\]\[29\],2828.58
net828,2828.51
decoder.rf.ram\[10\]\[12\],2828.23
net303,2827.13
net1429,2826.64
_00085_,2826.48
_04408_,2825.48
decoder.rf.ram\[27\]\[18\],2825.285
_04180_,2825.2
decoder.rf.ram\[6\]\[2\],2824.24
net1520,2824.23
_02605_,2823.82
_03339_,2823.5
net1104,2822.97
_00108_,2822.72
_03298_,2822.4
net555,2821.58
net1172,2821.48
net855,2821.34
_00886_,2821.2
net1272,2820.28
decoder.rf.ram\[4\]\[19\],2819.83
