net,length_um
_3073_,2660.45
ram\[12\]\[22\],2659.48
_0929_,2658.82
_1846_,2658.09
_0690_,2658.06
net505,2658
net423,2657.8
net464,2656.61
_2031_,2656.24
ram\[11\]\[4\],2655.1
net805,2654.57
net906,2654.2
_1867_,2653.9
net1115,2653.9
net261,2653.32
_3563_,2653.1
net57,2652.355
_3246_,2650.26
_1620_,2648.74
ram\[15\]\[12\],2648.63
_1458_,2648.38
_1485_,2647.24
_2120_,2644.82
ram\[13\]\[20\],2644.76
_1922_,2644.04
ram\[2\]\[10\],2643.8
ram\[20\]\[19\],2642.84
net1090,2642.47
ram\[8\]\[31\],2640.6
_0994_,2640.52
_3300_,2638.64
_0193_,2636.05
net1092,2635.87
net770,2635.73
_0865_,2633.925
ram\[21\]\[4\],2633.5
_0826_,2633.275
_0079_,2632.68
ram\[6\]\[29\],2632.525
_2271_,2632.43
_0983_,2632.28
_0668_,2632.09
ram\[26\]\[30\],2631.41
net1274,2630.56
_2447_,2628.36
_0176_,2627.4
net807,2625.55
ram\[11\]\[3\],2625.305
_3713_,2625.12
_2332_,2625.1
_3707_,2624.66
ram\[1\]\[18\],2624.21
_2215_,2623.51
ram\[11\]\[9\],2623.035
net547,2622.43
ram\[4\]\[30\],2621.24
net499,2620.95
net707,2620.58
_1517_,2618.64
net109,2616.82
net1271,2616.46
ram\[16\]\[30\],2615.83
ram\[26\]\[11\],2615.54
_1399_,2615.1
_1432_,2614.73
net1202,2614.3
_1553_,2614.24
net525,2614.24
ram\[12\]\[11\],2613.92
net1272,2613.36
net975,2612.92
_0223_,2611.92
_2782_,2611.24
net495,2611.23
_2297_,2611.08
_1241_,2611.02
net1172,2610.49
ram\[17\]\[0\],2610.255
ram\[19\]\[15\],2610.03
net930,2609.07
net1035,2607.175
_2350_,2607.12
net263,2606.15
ram\[18\]\[24\],2605.26
net583,2604.68
_1269_,2604.36
_3845_,2603.14
_0957_,2603.02
ram\[27\]\[31\],2602.32
net1129,2602.22
_2872_,2601.35
net757,2599.84
_0177_,2599.805
ram\[22\]\[31\],2598.16
net1247,2597.18
net788,2596.11
net783,2595.3
ram\[17\]\[26\],2595.19
net110,2593.74
ram\[1\]\[5\],2592.33
_3428_,2592.26
_0360_,2592
ram\[6\]\[13\],2591.98
_2407_,2591.77
_3000_,2591.57
_2899_,2590.79
ram\[4\]\[24\],2590.28
net956,2587.44
net1125,2587.21
ram\[15\]\[16\],2587.18
_2067_,2586.52
net896,2586.17
net827,2585.95
net84,2584.18
net871,2584.14
net1093,2583.95
ram\[8\]\[16\],2583.6
net752,2582.1
_3253_,2581.5
_1377_,2581.28
_0689_,2581
_2822_,2580.7
_3076_,2580.43
_0089_,2580.4
_0072_,2580.355
net1101,2580.33
_1467_,2580.04
ram\[2\]\[14\],2579.48
_1826_,2578.66
_0858_,2577.48
_3876_,2577.32
net599,2577.11
ram\[14\]\[27\],2576.84
ram\[23\]\[14\],2576.81
ram\[8\]\[3\],2576.71
net62,2576.48
ram\[6\]\[5\],2575.64
_3533_,2574.63
net128,2573.9
_2879_,2573.335
net1238,2573.18
net553,2572.5
ram\[8\]\[23\],2572.215
_2419_,2572.04
ram\[6\]\[16\],2571.27
net519,2569.63
net1205,2569.54
_1311_,2568.94
ram\[4\]\[22\],2568.36
ram\[18\]\[11\],2566.455
net973,2566.29
_3208_,2566.08
_3249_,2566.07
net643,2565.22
ram\[0\]\[11\],2564.72
net638,2564.03
_0038_,2563.66
_0487_,2563.58
net75,2563.18
net984,2562.85
_1893_,2562.46
_1545_,2562.1
_1828_,2561.54
_2221_,2561.54
_2370_,2561.34
_2683_,2561.25
net508,2560.73
_3567_,2560.16
net511,2560.05
net581,2559.92
net301,2559.8
net853,2559.56
_0918_,2559.35
_0129_,2558.28
net481,2557.91
ram\[24\]\[12\],2557.41
net686,2557.1
ram\[21\]\[18\],2556.67
ram\[5\]\[5\],2555.56
_2098_,2555.4
_2307_,2555.09
ram\[11\]\[16\],2554.73
net766,2554.66
ram\[5\]\[28\],2554.47
_2072_,2554.16
net456,2553.76
net1208,2553.58
net1182,2553.475
net562,2553.21
_3142_,2553.17
net343,2552.67
net90,2552.5
_2360_,2552.36
_0621_,2551
_2678_,2550.42
net657,2548.61
ram\[11\]\[1\],2547.86
ram\[3\]\[9\],2547.68
net512,2546.59
ram\[3\]\[2\],2545.06
_0723_,2544.765
_0821_,2542.64
_0684_,2542.565
_3373_,2542.38
_1447_,2541.9
ram\[26\]\[12\],2540.23
net712,2539.57
net471,2539.3
_3014_,2538.8
_3708_,2538.2
_1024_,2537.06
ram\[10\]\[9\],2536.67
_1837_,2535.79
_2095_,2535.665
_1018_,2534.56
net980,2533.7
_1859_,2533.4
_2985_,2533.25
_1577_,2533.1
net651,2532.88
ram\[7\]\[10\],2531.78
_3302_,2530.25
net773,2529.14
_3807_,2529.09
net1063,2528.795
_0674_,2528.69
_2113_,2527.69
net1175,2526.79
net1217,2523.87
_3594_,2522.98
ram\[28\]\[3\],2522.27
_1191_,2522.18
net1255,2520.62
net626,2520.47
_2121_,2519.3
_0719_,2519.16
net1007,2519
net56,2518.08
ram\[6\]\[6\],2516.12
_2043_,2515.86
_2580_,2515.38
net861,2514.87
_3226_,2514.07
net1220,2514.05
_0757_,2513.78
_2358_,2513.54
_1053_,2513.42
net833,2511.59
ram\[28\]\[18\],2511.23
net662,2510.86
ram\[19\]\[31\],2510.63
_3301_,2508.88
ram\[14\]\[26\],2508.79
net1110,2508.23
net925,2507.03
_1854_,2505.47
ram\[24\]\[4\],2505.32
_1097_,2503.74
net528,2502.64
net1239,2502
_2369_,2501.5
net817,2501.39
ram\[14\]\[20\],2500.96
net720,2500.8
net416,2500.72
ram\[14\]\[30\],2499.99
net941,2498.98
net1018,2498.42
_0287_,2497.22
net1194,2497.21
_1764_,2496.08
net884,2496.02
net628,2495.74
_2904_,2495.25
net1152,2493.72
_0971_,2492.42
_3480_,2492.26
ram\[26\]\[10\],2491.565
ram\[9\]\[26\],2491.52
_2036_,2491
ram\[21\]\[8\],2488.39
_2523_,2487.67
ram\[15\]\[18\],2486.36
_1989_,2486.1
ram\[1\]\[17\],2485.95
_0107_,2485.58
net1032,2485.44
_0006_,2484.24
net104,2483.3
_2317_,2482.58
_1162_,2481.36
ram\[31\]\[13\],2480.27
_2385_,2480.14
ram\[13\]\[13\],2479.71
net586,2478.87
ram\[11\]\[10\],2478.5
ram\[18\]\[17\],2476.52
_2944_,2475.92
net1034,2474.355
net748,2470.96
net304,2470.2
ram\[4\]\[7\],2469.7
_3333_,2469.68
ram\[9\]\[23\],2469.35
net972,2468.67
_0588_,2468.285
net876,2468.25
_3463_,2468.1
net530,2468.095
_1476_,2467.84
net915,2467.66
net632,2467.18
_0364_,2466.73
_2766_,2464.25
_1306_,2463.435
_1640_,2463.08
_3504_,2462.62
_3584_,2461.98
_2386_,2461.88
ram\[4\]\[29\],2461.84
net1096,2461.65
_1730_,2461.24
_2733_,2460.33
net1097,2459.54
ram\[27\]\[22\],2459.25
net765,2458.66
net759,2458.61
net821,2458.59
_2991_,2457.12
_1428_,2457.02
_3289_,2456.86
net816,2455.1
_1000_,2454.68
_3097_,2454.38
_0054_,2454.195
_2111_,2453.75
net937,2453.16
net1077,2453.01
net53,2452.895
_3748_,2452.34
net695,2452.22
_2744_,2452.11
_1305_,2450.56
_3568_,2450.2
_2039_,2449.825
net890,2449.1
net326,2448.95
_3714_,2446.88
ram\[4\]\[26\],2446.88
ram\[8\]\[6\],2446.14
net780,2445.9
net996,2444.74
_2292_,2443.8
_1397_,2443.28
net474,2443.18
_1999_,2442.9
net880,2442.72
net617,2442.69
ram\[23\]\[11\],2442.49
ram\[24\]\[10\],2442.04
net1,2441.8
net1181,2441.44
_3429_,2441.34
net705,2441.24
_3588_,2441
_2801_,2440.81
_1446_,2440.04
net252,2440.03
ram\[13\]\[15\],2439.46
net470,2437.94
_0423_,2437.325
_0958_,2436.07
_0116_,2435.8
net596,2435.38
net579,2434.5
_3003_,2433.275
ram\[3\]\[6\],2432.78
net847,2432.17
_0316_,2431.96
_0615_,2431.3
_3405_,2431.13
_0482_,2430.88
net715,2430.42
_1559_,2430.08
_0139_,2428.28
net609,2427.93
net63,2427.875
net527,2427.24
_2593_,2427.1
net678,2426.68
_3148_,2425.415
_3263_,2425.32
_3501_,2425.19
_1680_,2424.76
_1652_,2424.54
ram\[27\]\[5\],2424.11
net1091,2423.94
net702,2423.68
_0469_,2423.535
_2812_,2423.22
_0518_,2422.28
ram\[25\]\[2\],2421.49
net849,2420.855
_1060_,2420.63
_0155_,2419.6
_0823_,2419.53
ram\[30\]\[20\],2419.32
_2974_,2418.86
net510,2418.33
net841,2418.26
net710,2418.2
_1004_,2416.69
ram\[20\]\[12\],2416.48
_1483_,2415.56
_0611_,2414.6
_1840_,2413.39
_3190_,2413.06
net425,2412.74
_0934_,2411.88
ram\[6\]\[17\],2410.44
_2178_,2409.86
_0026_,2407.515
_1781_,2407.44
ram\[26\]\[22\],2406.5
net855,2406
_1693_,2405.02
_3192_,2404.36
_1601_,2404
_3478_,2403.08
_1313_,2402.8
_3161_,2402.54
_3010_,2401.21
_0924_,2401
_0090_,2400.98
_3237_,2400.38
net1051,2400.06
_1683_,2399.74
ram\[13\]\[2\],2399.74
net287,2398.8
net1254,2398.07
_2510_,2397.14
ram\[24\]\[22\],2397.11
net1130,2396.7
net1168,2396.4
_1627_,2395.54
_0294_,2395.02
_3407_,2394.08
_0109_,2393.98
_0535_,2393.875
net654,2392.34
ram\[14\]\[8\],2392.03
_1472_,2392
_2395_,2391.38
_2541_,2390.94
ram\[11\]\[26\],2390.85
net1043,2389.62
ram\[9\]\[13\],2389.6
_3100_,2389.38
net70,2388.38
_2524_,2388.28
_0864_,2388.06
ram\[27\]\[4\],2387.13
_2915_,2387
_0638_,2386.75
ram\[12\]\[16\],2386.58
_3696_,2385.36
net1044,2385.23
_0066_,2384.83
net750,2384.77
_0630_,2383.9
_1944_,2383.46
net844,2383.18
net1188,2382.32
_2829_,2382.19
ram\[22\]\[8\],2382.18
net1179,2381.43
net248,2380.41
ram\[20\]\[0\],2380
_3203_,2378.56
_0185_,2377.98
_3069_,2377.92
_1671_,2377.4
_1389_,2376.84
_2240_,2376.26
net1085,2375.81
_0622_,2375.415
net825,2374.85
_1782_,2373.94
_2969_,2373.5
net501,2372.92
net963,2372.575
_1972_,2372.56
net832,2372.43
ram\[11\]\[28\],2372.06
ram\[31\]\[19\],2371.89
clk,2371.71
net595,2370.555
_0450_,2369.9
ram\[20\]\[27\],2369.39
ram\[17\]\[30\],2367.44
_2665_,2367.38
net1141,2365.02
_0412_,2364.3
_3360_,2364
_1025_,2363.78
_0258_,2363.425
_3562_,2362.46
_0008_,2362.08
_3551_,2362.06
ram\[31\]\[28\],2362.04
net840,2361.86
_3544_,2361.4
_3653_,2360.75
_0123_,2360.495
_1569_,2359.79
_0855_,2358.48
_0092_,2358.1
_3187_,2358.01
_2038_,2357.5
_2160_,2356.84
ram\[21\]\[11\],2356.31
net619,2355.67
ram\[9\]\[9\],2355.11
_1595_,2351.81
net624,2351.65
_3768_,2350.53
net753,2349.63
_2247_,2348.4
ram\[30\]\[23\],2347.42
_0541_,2347.395
net422,2347.25
_0533_,2346.94
_1443_,2346.72
_1609_,2345.68
net1111,2345.38
net740,2345.12
net1055,2344.85
_0028_,2344.82
_0778_,2344.715
net390,2344.63
net888,2344.58
_1895_,2344.34
_2357_,2343.48
net727,2342.12
net989,2341.14
net1278,2341.13
_1608_,2340.615
_3765_,2340.34
net1045,2339.74
_1957_,2339.42
net584,2338.13
_3476_,2337.65
net1133,2337.64
_2491_,2337.28
_1220_,2336.6
_2065_,2335.86
_0208_,2335.315
_2470_,2335.24
ram\[20\]\[16\],2335.075
_0688_,2333.74
_0935_,2333.42
ram\[28\]\[24\],2333.32
net656,2332.89
_2298_,2332.84
net1136,2331.62
_2174_,2330.9
ram\[16\]\[9\],2330.16
net374,2329.96
net801,2329.76
_3752_,2329.54
net100,2329.52
_0965_,2328.33
net676,2327.68
_1035_,2327.4
_3738_,2327.28
_2697_,2327.18
net898,2327.16
_2223_,2326.7
ram\[30\]\[5\],2326.54
ram\[4\]\[13\],2325.48
_2187_,2324.7
net899,2324.4
_2329_,2323.78
_0725_,2323.24
_3267_,2322
ram\[13\]\[26\],2321.6
_2617_,2321.26
_1948_,2320.22
_1255_,2319.92
_0269_,2319.49
ram\[0\]\[20\],2319.11
_0171_,2318.76
net1215,2318.66
_3757_,2318.64
ram\[27\]\[3\],2317.83
_3207_,2317.43
_1513_,2317.42
net489,2316.96
_0486_,2316.935
_0247_,2316.5
net1012,2316.31
_3448_,2316.28
ram\[14\]\[10\],2315.98
_2742_,2315.21
_0449_,2314.695
_0385_,2313.08
ram\[26\]\[3\],2311.92
net79,2311.13
ram\[19\]\[30\],2310.58
net538,2310.52
_3298_,2310.2
_0262_,2309.28
net1103,2308.875
_2396_,2308.595
net955,2308.42
net568,2306.64
_1518_,2306.36
_2057_,2305.78
net1000,2305.04
_0228_,2304.78
net679,2304.64
_0319_,2304.58
net77,2304.58
net1011,2304.34
_3277_,2304.24
ram\[16\]\[2\],2303.06
_1165_,2303.04
_1923_,2301.95
net534,2300.92
ram\[1\]\[31\],2300.655
net1228,2300.43
net542,2300.26
_0862_,2300.12
_2765_,2299.54
ram\[14\]\[16\],2299.43
ram\[10\]\[27\],2299.25
_3343_,2298.81
_2155_,2297.96
net706,2296.015
_0892_,2295.94
_1180_,2295.84
net347,2294.73
ram\[15\]\[22\],2294.52
ram\[16\]\[18\],2294.46
net763,2294.07
_3710_,2294.02
_0182_,2293.98
net1076,2293
net964,2292.46
_3311_,2292.16
net959,2291.81
_2245_,2291.01
net318,2290.48
net1138,2290.46
_2207_,2290.17
net322,2289.78
ram\[6\]\[3\],2289.7
ram\[5\]\[7\],2289.67
_2519_,2289.58
_2255_,2289.29
_3817_,2289.08
ram\[22\]\[21\],2289.06
_0777_,2288.68
_3759_,2287.69
_0284_,2287.5
ram\[9\]\[4\],2287.155
net637,2286.83
_2814_,2286.55
net837,2286.19
net1078,2285.68
net1177,2285.58
_3632_,2285.2
_2813_,2284.82
_2671_,2284.02
ram\[12\]\[28\],2282.98
_1659_,2282.88
_3049_,2282.4
ram\[12\]\[24\],2282.395
_0706_,2282.1
net1015,2280.71
net652,2280.65
net790,2280.5
_2716_,2280.18
_1987_,2280.14
_3280_,2280.1
net348,2279.81
_3850_,2279.48
net440,2279.06
_0582_,2278.86
net1234,2278.73
_3185_,2278.12
ram\[20\]\[29\],2277.08
_0446_,2276.84
net1126,2275.45
_3785_,2275.4
_2327_,2275.08
net67,2275
_3798_,2274.8
_0625_,2274.36
ram\[17\]\[21\],2273.68
_0789_,2273.16
net696,2272.42
_0787_,2270.62
_2655_,2270.59
_0084_,2270.34
_2706_,2270.05
_2352_,2269.76
net931,2269.56
ram\[11\]\[13\],2269.18
_3490_,2268.86
net828,2268.57
net1001,2267
_0987_,2265.915
net820,2265.58
_3340_,2265.57
_3211_,2265.3
net1003,2264.9
ram\[2\]\[6\],2264.77
_2949_,2264.52
net61,2263.62
_1252_,2263.12
_3313_,2262.75
net341,2262.13
_2414_,2261.92
net1071,2261.56
_3105_,2261.52
net902,2261.43
net1025,2261.42
ram\[18\]\[15\],2261.04
ram\[12\]\[10\],2260.18
net486,2259.92
ram\[1\]\[12\],2258.395
ram\[10\]\[20\],2258.14
_3486_,2257.91
ram\[21\]\[19\],2256.54
net1171,2256.45
net865,2256.01
ram\[31\]\[20\],2254.58
_3053_,2254.26
_2483_,2254.08
_0558_,2253.895
_2650_,2252.38
_1322_,2252.36
net811,2251.76
ram\[26\]\[24\],2251.57
_2413_,2251.52
_2632_,2251.02
ram\[15\]\[28\],2250.91
_3863_,2250.74
net985,2250.11
net1121,2250.06
_0113_,2249.88
net254,2249.34
_2481_,2249.1
ram\[13\]\[30\],2248.83
_3680_,2248.1
_3792_,2248.08
ram\[9\]\[15\],2247.94
ram\[29\]\[8\],2247.85
ram\[29\]\[2\],2247.51
_3721_,2247.37
_0164_,2246.975
net957,2246.93
net463,2246.56
_3643_,2245.27
_2783_,2244.19
_3663_,2244.15
_1834_,2243.96
net983,2243.82
_3842_,2243.5
_0785_,2243.02
ram\[23\]\[5\],2242.93
ram\[12\]\[0\],2242.14
_2411_,2241.62
ram\[24\]\[3\],2241.03
net769,2240.28
ram\[8\]\[17\],2240.12
ram\[22\]\[7\],2238.81
_3840_,2238.66
net571,2238.47
ram\[12\]\[7\],2238.32
_2945_,2238
net86,2237.37
_2451_,2237.26
_0619_,2236.37
_1365_,2236.26
_2230_,2234.975
net447,2234.62
_2499_,2234.18
net671,2234.1
_1725_,2233.54
net754,2233.28
_0876_,2233.22
ram\[29\]\[14\],2232.87
_3479_,2232.38
net735,2232.18
_2933_,2231.46
ram\[20\]\[8\],2231.06
net842,2230.44
net796,2230.22
net1037,2229.24
ram\[23\]\[17\],2229.235
_3700_,2229.02
net622,2228.92
_0322_,2228.88
_0982_,2228.84
_3045_,2228.78
_0978_,2228.76
ram\[27\]\[7\],2228.43
_2544_,2227.7
_3629_,2226.64
_1721_,2226
net878,2225.52
net802,2225.37
net1246,2225.23
ram\[7\]\[11\],2224.71
net504,2224.22
_1653_,2224.175
_2383_,2224.02
_1496_,2222.16
_3202_,2221.66
_3389_,2221.6
net1118,2221.59
net1198,2220.72
ram\[20\]\[3\],2220.445
_1270_,2219.99
net947,2219.97
ram\[17\]\[7\],2219.39
ram\[10\]\[19\],2218.06
_2035_,2217.64
net1084,2217.36
net848,2216.65
_3860_,2215.58
ram\[13\]\[18\],2215.31
_2047_,2214.86
net1050,2214.19
_3723_,2213.84
_0832_,2213.345
_0087_,2212.94
_1606_,2212.9
net1122,2212.87
_1051_,2212.86
_3456_,2212.36
_1274_,2212.22
net1140,2211.82
_0921_,2211.78
net1132,2211.69
_2398_,2211.3
_0350_,2209.64
ram\[13\]\[8\],2209.38
_1015_,2209.31
net340,2209.29
_2599_,2208.62
_3542_,2208.33
net946,2208.18
_2875_,2207.62
net800,2207.18
ram\[14\]\[14\],2207.09
_1947_,2206.92
_1969_,2206.76
net687,2205.9
net818,2205.21
ram\[14\]\[18\],2204.425
_0400_,2203.92
net1010,2203.51
net1203,2202.82
net557,2201.17
_0195_,2200.84
net1244,2200.46
_1012_,2199.98
net969,2199.78
_3363_,2199.77
_0815_,2198.5
net1021,2198.135
_2981_,2197.95
_2572_,2196.72
ram\[16\]\[3\],2196.46
_3390_,2195.8
net723,2195.78
net812,2195.35
_2691_,2195.015
net905,2194.59
ram\[19\]\[24\],2193.88
net419,2193.4
_0321_,2193.08
_0124_,2193.02
net819,2192.91
_1454_,2192.33
_3780_,2192.16
_3455_,2191.63
net494,2191.02
_3331_,2189.6
net606,2189.21
net544,2188.81
ram\[3\]\[14\],2188.63
net1108,2188.56
net714,2188.32
_0595_,2187.66
net295,2186.39
net810,2186.06
_1372_,2184.78
net59,2184.11
_2009_,2183.98
_0211_,2183.975
_0605_,2183.58
net106,2182.875
net600,2181.84
_3760_,2180.08
_2200_,2179.87
net331,2178.88
_1668_,2178.52
_3815_,2178.19
ram\[30\]\[7\],2177.07
_0179_,2176.24
net346,2175.76
ram\[11\]\[6\],2175.35
_3538_,2175.09
net603,2174
net221,2173.14
_2336_,2172.045
_2943_,2171.16
_3522_,2170.78
_2244_,2170.62
_2489_,2170.34
_0721_,2170.3
net674,2169.94
ram\[26\]\[8\],2169.37
_2096_,2168.4
net490,2168.31
_2988_,2167.98
net809,2166.41
_0140_,2166.1
_3535_,2165.415
_2784_,2164.54
ram\[8\]\[7\],2163.77
_3500_,2163.54
_1524_,2162.4
_3134_,2162.33
_3726_,2161.54
_0932_,2161.06
_3019_,2159.7
net731,2159.615
net1005,2159.31
net1259,2158.72
ram\[11\]\[17\],2158.67
_1739_,2158.32
net457,2157.94
net1143,2157.28
net1080,2156.06
_0973_,2155.82
_3283_,2155.48
_2817_,2155.14
_1415_,2154.62
_1130_,2153.28
_0550_,2153.1
_3804_,2152.3
_2971_,2151.45
_1682_,2151.22
_0279_,2150.58
_1135_,2150.52
_0713_,2149.88
_3433_,2149.64
net658,2149.56
_3531_,2149.54
_3206_,2149.22
_0507_,2148.62
ram\[14\]\[1\],2148.325
ram\[22\]\[29\],2147.94
net1187,2147.9
_0683_,2147.74
_0667_,2147.56
net1057,2147.47
_0519_,2147.415
_2228_,2146.78
_3106_,2146.5
ram\[4\]\[3\],2144.53
net1109,2144.24
_3821_,2143.34
net739,2143.28
_1190_,2142.02
net1265,2141.82
_3762_,2141.62
_1040_,2141.2
net945,2140.74
_3323_,2140.42
_1844_,2140.2
ram\[30\]\[13\],2139.8
net8,2138.94
net919,2138.78
ram\[13\]\[5\],2137.88
_0774_,2137.22
_1646_,2137.19
ram\[28\]\[14\],2137.17
ram\[12\]\[1\],2136.945
net1145,2136.88
net296,2136.36
_3552_,2136.08
_1823_,2135.5
net1040,2135.32
net952,2135.21
net615,2134.47
ram\[19\]\[10\],2133.11
net977,2133.01
_1434_,2132.24
_2313_,2131.68
_2353_,2130.14
_2761_,2130.1
_2253_,2130
_3690_,2129.95
_0313_,2129.58
_1809_,2128.68
_2103_,2127.38
_0544_,2126.62
_0511_,2126.55
_1554_,2126.37
_2979_,2125.98
_0299_,2125.155
_2269_,2125
net813,2124.95
net241,2124.5
_2853_,2124.06
net1062,2122.98
_2942_,2122.28
_1502_,2120.8
_1743_,2120.68
_0701_,2120.38
ram\[15\]\[6\],2119.66
_0788_,2119.16
_0644_,2118.46
net874,2116.34
_1091_,2115.93
net858,2115.91
net1169,2114.96
_1468_,2114.12
_1005_,2114.115
_2916_,2114
net668,2112.4
_0758_,2111.76
net1027,2111.5
_0639_,2111.2
net852,2109.49
net364,2107.44
_2351_,2107.19
net1072,2106.835
net588,2106.62
_2355_,2106.24
ram\[26\]\[7\],2105.7
net92,2105.06
net1017,2104.21
_2996_,2103.94
net998,2102.44
_1161_,2101.98
_3464_,2100.99
net1020,2100.86
_0190_,2100.2
net1065,2099.88
_2022_,2098.42
_1423_,2096.8
net886,2096.31
net78,2095.48
ram\[13\]\[14\],2095.395
net1023,2095.3
ram\[24\]\[13\],2095.12
ram\[22\]\[13\],2094.65
_0253_,2093.505
_1482_,2093.38
ram\[5\]\[10\],2091.94
_3474_,2091.74
ram\[18\]\[0\],2091.38
_0712_,2091.14
net444,2090.86
_0699_,2090.6
_3818_,2089.54
_0154_,2089.46
net944,2088.86
net1142,2088.41
_3451_,2087.9
ram\[10\]\[21\],2087.71
net1190,2087.6
_3225_,2087.32
_0255_,2087.14
_2634_,2087.06
_1747_,2086.61
net604,2086.55
net68,2086.31
_0962_,2086.18
_1709_,2084.14
_0614_,2083.585
_2780_,2083.34
_3005_,2083.12
net1099,2082.23
_0292_,2081.86
_3838_,2081.65
net976,2081.58
_0694_,2080.86
_0750_,2080.76
_0281_,2080.6
ram\[28\]\[1\],2080.52
ram\[22\]\[10\],2079.53
ram\[30\]\[15\],2079.45
_3197_,2078.48
ram\[15\]\[31\],2077.28
_2503_,2076.9
net268,2076.375
_3603_,2076.2
_1829_,2076.02
net459,2075.34
net725,2074.24
ram\[9\]\[25\],2074.03
_1078_,2073.11
net646,2073.08
net323,2072.66
net999,2072.33
_1047_,2072.31
_1370_,2071.75
_0445_,2071.22
_1221_,2069.8
ram\[20\]\[2\],2069.74
net362,2069.52
_0925_,2068.735
_2199_,2068.7
_2563_,2068.7
ram\[20\]\[6\],2068.28
_1208_,2066.86
_3626_,2066.54
_3540_,2065.97
_1016_,2064.655
net554,2064.46
_1019_,2064.4
ram\[0\]\[1\],2063.84
ram\[0\]\[28\],2063.79
ram\[30\]\[3\],2063.53
_3189_,2063.215
ram\[19\]\[21\],2062.9
_0841_,2062.84
ram\[22\]\[16\],2061.2
_2289_,2061.08
_3781_,2060.76
_2341_,2060.62
_1516_,2060.42
_2222_,2059.98
_0974_,2057.34
ram\[13\]\[3\],2056.73
_0216_,2056.68
ram\[31\]\[0\],2056.3
ram\[17\]\[25\],2056.28
_2995_,2056.06
ram\[3\]\[7\],2055.45
_0545_,2054.74
net1197,2054.18
_0229_,2053.78
_2033_,2053.44
_3525_,2052.91
_0908_,2052.44
ram\[5\]\[26\],2052.25
_2527_,2052.06
ram\[1\]\[4\],2051.66
ram\[8\]\[14\],2051.18
ram\[7\]\[26\],2050.945
_3598_,2050.94
net607,2050.33
ram\[22\]\[18\],2050.32
_3485_,2050.04
_3033_,2049.74
_1779_,2049.62
_3098_,2048.83
ram\[16\]\[29\],2048.8
_0853_,2048.735
_0555_,2048.555
net787,2048.37
_2675_,2048.32
_3065_,2048.32
_2494_,2048.07
net693,2048.015
net1128,2047.48
_0456_,2047.34
_2663_,2047.18
_3712_,2046.98
_2537_,2046.56
net265,2046.03
net755,2045.375
_2767_,2044.44
_0070_,2044.12
_3674_,2044.06
_0654_,2043.8
net1107,2043.51
ram\[29\]\[21\],2043.22
ram\[27\]\[9\],2043.05
_3047_,2042.275
_2708_,2042.15
net1067,2042.15
net772,2041.92
_3223_,2041.9
net149,2041.625
net953,2040.64
ram\[7\]\[13\],2040.015
_0327_,2039.925
ram\[20\]\[28\],2039.76
net868,2038.63
net585,2038.5
ram\[24\]\[21\],2037.2
_3440_,2036.99
ram\[20\]\[23\],2036.94
ram\[28\]\[8\],2036.93
_3644_,2036.9
ram\[11\]\[18\],2036.24
_0288_,2035.92
net368,2035.52
ram\[17\]\[3\],2034.79
_1591_,2034.54
_1489_,2034.22
ram\[13\]\[24\],2033.47
_3068_,2033.16
net730,2032.89
ram\[12\]\[14\],2032.88
ram\[14\]\[2\],2032.42
_1341_,2032.24
ram\[12\]\[2\],2032.02
_0126_,2031.795
_2217_,2031.23
_0513_,2029.98
_0515_,2029.32
_3375_,2029.28
ram\[1\]\[15\],2029.02
_2809_,2027.71
_2620_,2027.36
_0877_,2027.19
_1724_,2026.46
ram\[24\]\[0\],2026.2
_3372_,2025.84
_2858_,2024.48
net777,2023.72
_0820_,2023.7
net995,2022.555
_2212_,2022.4
_3731_,2022.12
ram\[17\]\[27\],2020.71
_3557_,2020.52
_2629_,2020.48
_0344_,2020.28
_3030_,2020.1
_2321_,2020.02
net690,2019.57
_2346_,2019.54
_0905_,2019.3
net352,2019.18
_2363_,2018.89
_0272_,2017.82
net897,2017.715
_3717_,2017.71
_1714_,2015.3
ram\[2\]\[27\],2015.14
net1226,2014.94
_2475_,2013.6
net1117,2012.83
_2806_,2011.7
_2508_,2011.2
_2252_,2011.12
ram\[21\]\[26\],2011.04
net854,2010.3
_0248_,2010.08
net315,2009.05
net792,2008.835
_0088_,2008.46
ram\[15\]\[21\],2008.32
ram\[31\]\[1\],2007.92
net1153,2007.855
_0922_,2007.72
_0348_,2007.24
_1475_,2007.01
net815,2006.81
net1026,2006.44
_2318_,2005.52
_2070_,2005.44
ram\[9\]\[12\],2003.59
_0429_,2003.16
net642,2002.16
ram\[19\]\[18\],2001.6
ram\[25\]\[18\],2001.3
_0007_,2001.14
_1792_,2000.74
_1448_,2000.32
net72,2000
_0268_,1998.88
_1149_,1998.68
_0293_,1998.63
_1582_,1998.57
net717,1997.72
_3519_,1996.81
ram\[12\]\[26\],1996.28
_2613_,1996.24
_3341_,1995.38
net54,1995.285
_1785_,1995.21
_2693_,1995.15
_2635_,1994.88
_1558_,1994.36
_3642_,1994.2
_2032_,1993.6
_1495_,1993.58
_2554_,1993.47
ram\[0\]\[6\],1993.14
net986,1993.095
_3085_,1992.96
net1064,1992.62
_2680_,1992.47
net1002,1992.29
_0464_,1991.92
_3199_,1991.65
_3634_,1991.06
_0872_,1990.4
_2963_,1990.16
net446,1989.54
ram\[22\]\[5\],1989.27
